fit_time_ms,fit_amplitude,residual
5.0,0.9748352835088849,-0.0013571674085524066
10.0,0.9709632226172236,-0.0011555632748894151
17.5,0.9652331770228556,-0.0008751589265988402
27.5,0.9577330916290343,-0.0005508897073840391
40.0,0.9485714165198273,-0.00020701465783812267
60.0,0.9343713097718429,0.0002137526292169678
90.0,0.9140250849626125,0.000582513325594558
137.5,0.8838178495070574,0.0007487073254017762
212.5,0.8401435462186231,0.00037762248177397595
330.0,0.7790760998813175,-0.0004949024486579079
510.0,0.6977417544533537,-0.0010146657746434862
787.5,0.592548779169809,0.0010984676862820786
1220.0,0.4635360258287984,-0.0003117034224264792
