time_ms,average_normalized_signal
0.0,1.0
5.0,0.9962209294143454
10.0,0.992459569714518
15.0,0.9887156575367632
20.0,0.9849889524695696
25.0,0.9812792331299302
30.0,0.9775862942957736
35.0,0.973909944632709
40.0,0.970250004855251
45.0,0.96660630621779
50.0,0.9629786892604852
55.0,0.9593670027554384
60.0,0.9557711028125516
65.0,0.9521908521144352
70.0,0.9486261192568772
75.0,0.945076778176616
80.0,0.941542707652034
85.0,0.9380237908652702
90.0,0.9345199150164896
95.0,0.9310309709827288
100.0,0.9275568530150868
105.0,0.9240974584690612
110.0,0.9206526875636948
115.0,0.917222443165851
120.0,0.913806630596507
125.0,0.9104051574563942
130.0,0.9070179334687056
135.0,0.9036448703368912
140.0,0.9002858816158288
145.0,0.8969408825948917
150.0,0.8936097901916062
155.0,0.89029252285477
160.0,0.88698900047603
165.0,0.8836991443090477
170.0,0.8804228768954725
175.0,0.8771601219970417
180.0,0.8739108045332061
185.0,0.8706748505237287
190.0,0.8674521870357974
195.0,0.8642427421352122
200.0,0.8610464448412646
205.0,0.8578632250849866
210.0,0.8546930136704385
215.0,0.8515357422387886
220.0,0.848391343234922
225.0,0.8452597498763637
230.0,0.8421408961243197
235.0,0.8390347166566545
240.0,0.8359411468426421
245.0,0.8328601227193463
250.0,0.8297915809695023
255.0,0.8267354589007643
260.0,0.8236916944262346
265.0,0.8206602260461483
270.0,0.8176409928306474
275.0,0.8146339344035437
280.0,0.8116389909270095
285.0,0.8086561030871187
290.0,0.8056852120801811
295.0,0.80272625959981
300.0,0.7997791878246726
305.0,0.7968439394068754
310.0,0.7939204574609379
315.0,0.7910086855533186
320.0,0.7881085676924506
325.0,0.7852200483192625
330.0,0.7823430722981348
335.0,0.7794775849082871
340.0,0.7766235318355484
345.0,0.773780859164497
350.0,0.7709495133709419
355.0,0.7681294413147287
360.0,0.7653205902328477
365.0,0.762522907732825
370.0,0.7597363417863837
375.0,0.7569608407233535
380.0,0.754196353225821
385.0,0.7514428283225029
390.0,0.748700215383326
395.0,0.7459684641142148
400.0,0.7432475245520606
405.0,0.7405373470598675
410.0,0.7378378823220755
415.0,0.735149081340034
420.0,0.7324708954276317
425.0,0.7298032762070651
430.0,0.7271461756047509
435.0,0.7244995458473596
440.0,0.721863339457973
445.0,0.7192375092523658
450.0,0.7166220083353879
455.0,0.7140167900974572
460.0,0.7114218082111553
465.0,0.7088370166279141
470.0,0.7062623695747988
475.0,0.7036978215513728
480.0,0.7011433273266521
485.0,0.6985988419361325
490.0,0.6960643206789001
495.0,0.6935397191148085
500.0,0.6910249930617293
505.0,0.6885200985928681
510.0,0.6860249920341455
515.0,0.683539629961636
520.0,0.6810639691990701
525.0,0.6785979668153925
530.0,0.6761415801223695
535.0,0.6736947666722539
540.0,0.6712574842554978
545.0,0.6688296908985141
550.0,0.6664113448614818
555.0,0.6640024046362009
560.0,0.6616028289439853
565.0,0.6592125767335999
570.0,0.6568316071792358
575.0,0.6544598796785277
580.0,0.6520973538506014
585.0,0.6497439895341661
590.0,0.6473997467856331
595.0,0.6450645858772724
600.0,0.6427384672954032
605.0,0.6404213517386111
610.0,0.6381132001159967
615.0,0.635813973545458
620.0,0.6335236333519951
