fit_time_ms,fit_amplitude,residual
5.0,0.9700248130039855,-0.0009354444142810614
10.0,0.9655870919684025,-0.0008015107372630892
17.5,0.9589966814484085,-0.0006130641593252717
27.5,0.9503293321417212,-0.0003946651823186764
40.0,0.939680353233354,-0.00015966294983038587
60.0,0.923047429781275,0.0001329846593117745
90.0,0.8989647430238707,0.00039263644537324005
137.5,0.8627355273115299,0.0005236801731366425
212.5,0.8095859987323384,0.0002676943375388152
330.0,0.7344214054439901,-0.0003411504217094574
510.0,0.634259741465539,-0.0007376347182163068
787.5,0.5071020072789032,0.0008294979344546372
1220.0,0.35826837750304874,-0.00025438392203286364
