fit_time_ms,fit_amplitude,residual
5.0,0.9742583638042965,-0.0017067537046671077
10.0,0.9704104680144016,-0.001709107660415321
17.5,0.9646688448847882,-0.0017073075045750397
27.5,0.9570693844318606,-0.0017025435540661826
40.0,0.9476593221393538,-0.001685474707574297
60.0,0.9328069430321347,-0.001638077980313013
90.0,0.9109899007137836,-0.0015407333054268113
137.5,0.877546827851948,-0.0013061624621734103
212.5,0.8273684161188045,-0.0008620772036885826
330.0,0.7547835758621404,-1.9170027096504505e-05
510.0,0.6563992422119436,0.0011979931842381886
787.5,0.5304750194314445,0.0028355206316729165
1220.0,0.38268989950729315,-0.0019004043829134454
