time_ms,average_normalized_signal,slice_0508_normalized_signal
0.0,1.0,1.0
5.0,0.9941025720965468,0.9941025720965468
10.0,0.9882760835477308,0.9882760835477308
15.0,0.9825155658174548,0.9825155658174548
20.0,0.9768176342564432,0.9768176342564432
25.0,0.9711797341845224,0.9711797341845224
30.0,0.9655997971507528,0.9655997971507528
35.0,0.960076066524482,0.960076066524482
40.0,0.95460700064337,0.95460700064337
45.0,0.9491912148010352,0.9491912148010352
50.0,0.943827444245387,0.943827444245387
55.0,0.9385145193219308,0.9385145193219308
60.0,0.9332513480452596,0.9332513480452596
65.0,0.9280369034361596,0.9280369034361596
70.0,0.9228702140417266,0.9228702140417266
75.0,0.9177503566548314,0.9177503566548314
80.0,0.912676450597588,0.912676450597588
85.0,0.90764765314467,0.90764765314467
90.0,0.902663155795228,0.902663155795228
95.0,0.8977221811884591,0.8977221811884591
100.0,0.8928239805155682,0.8928239805155682
105.0,0.8879678313203176,0.8879678313203176
110.0,0.8831530356079708,0.8831530356079708
115.0,0.8783789182020927,0.8783789182020927
120.0,0.8736448253028969,0.8736448253028969
125.0,0.8689501232112943,0.8689501232112943
130.0,0.8642941971905834,0.8642941971905834
135.0,0.8596764504435852,0.8596764504435852
140.0,0.8550963031874945,0.8550963031874945
145.0,0.8505531918121633,0.8505531918121633
150.0,0.8460465681101935,0.8460465681101935
155.0,0.8415758985693166,0.8415758985693166
160.0,0.8371406637191853,0.8371406637191853
165.0,0.8327403575260257,0.8327403575260257
170.0,0.8283744868296543,0.8283744868296543
175.0,0.8240425708182045,0.8240425708182045
180.0,0.8197441405366344,0.8197441405366344
185.0,0.8154787384256185,0.8154787384256185
190.0,0.8112459178879282,0.8112459178879282
195.0,0.807045242879774,0.807045242879774
200.0,0.8028762875249211,0.8028762875249211
205.0,0.7987386357496545,0.7987386357496545
210.0,0.7946318809369042,0.7946318809369042
215.0,0.7905556255980366,0.7905556255980366
220.0,0.7865094810609813,0.7865094810609813
225.0,0.782493067173509,0.782493067173509
230.0,0.7785060120206001,0.7785060120206001
235.0,0.7745479516549432,0.7745479516549432
240.0,0.7706185298397025,0.7706185298397025
245.0,0.7667173978027724,0.7667173978027724
250.0,0.7628442140018045,0.7628442140018045
255.0,0.7589986438993562,0.7589986438993562
260.0,0.7551803597475715,0.7551803597475715
265.0,0.7513890403818387,0.7513890403818387
270.0,0.7476243710229321,0.7476243710229321
275.0,0.7438860430871661,0.7438860430871661
280.0,0.7401737540041334,0.7401737540041334
285.0,0.7364872070416364,0.7364872070416364
290.0,0.7328261111374306,0.7328261111374306
295.0,0.7291901807374459,0.7291901807374459
300.0,0.7255791356401584,0.7255791356401584
305.0,0.7219927008468146,0.7219927008468146
310.0,0.7184306064172261,0.7184306064172261
315.0,0.7148925873308762,0.7148925873308762
320.0,0.7113783833530805,0.7113783833530805
325.0,0.7078877389059839,0.7078877389059839
330.0,0.7044204029441603,0.7044204029441603
335.0,0.7009761288346199,0.7009761288346199
340.0,0.6975546742410224,0.6975546742410224
345.0,0.6941558010119177,0.6941558010119177
350.0,0.6907792750728367,0.6907792750728367
355.0,0.6874248663220681,0.6874248663220681
360.0,0.6840923485299664,0.6840923485299664
365.0,0.6807814992416442,0.6807814992416442
370.0,0.6774920996829062,0.6774920996829062
375.0,0.6742239346692939,0.6742239346692939
380.0,0.6709767925181123,0.6709767925181123
385.0,0.6677504649633225,0.6677504649633225
390.0,0.6645447470731798,0.6645447470731798
395.0,0.661359437170515,0.661359437170515
400.0,0.6581943367555484,0.6581943367555484
405.0,0.6550492504311426,0.6550492504311426
410.0,0.6519239858303992,0.6519239858303992
415.0,0.648818353546506,0.648818353546506
420.0,0.645732167064753,0.645732167064753
425.0,0.6426652426966317,0.6426652426966317
430.0,0.6396173995159431,0.6396173995159431
435.0,0.636588459296834,0.636588459296834
440.0,0.6335782464536982,0.6335782464536982
445.0,0.6305865879828633,0.6305865879828633
450.0,0.6276133134060093,0.6276133134060093
455.0,0.6246582547152467,0.6246582547152467
460.0,0.6217212463197984,0.6217212463197984
465.0,0.6188021249942283,0.6188021249942283
470.0,0.615900729828161,0.615900729828161
475.0,0.6130169021774369,0.6130169021774369
480.0,0.6101504856166565,0.6101504856166565
485.0,0.6073013258930626,0.6073013258930626
490.0,0.6044692708817151,0.6044692708817151
495.0,0.6016541705419116,0.6016541705419116
500.0,0.5988558768748148,0.5988558768748148
505.0,0.5960742438822407,0.5960742438822407
510.0,0.593309127526573,0.593309127526573
515.0,0.5905603856917618,0.5905603856917618
520.0,0.5878278781453712,0.5878278781453712
525.0,0.5851114665016446,0.5851114665016446
530.0,0.5824110141855455,0.5824110141855455
535.0,0.5797263863977522,0.5797263863977522
540.0,0.5770574500805646,0.5770574500805646
545.0,0.5744040738847023,0.5744040738847023
550.0,0.5717661281369595,0.5717661281369595
555.0,0.569143484808691,0.569143484808691
560.0,0.5665360174851017,0.5665360174851017
565.0,0.5639436013353168,0.5639436013353168
570.0,0.5613661130832038,0.5613661130832038
575.0,0.558803430978925,0.558803430978925
580.0,0.5562554347711988,0.5562554347711988
