fit_time_ms,fit_amplitude,residual
5.0,0.9730323221042283,-0.000823224681276935
10.0,0.969181983559622,-0.0008649106538092255
17.5,0.9634368701401194,-0.0009193966256070274
27.5,0.955833075330034,-0.0009856258311539134
40.0,0.946418097490414,-0.0010509533924151215
60.0,0.9315589797717789,-0.0011229340952348954
90.0,0.909734313874848,-0.0011811696708214914
137.5,0.8762848476488867,-0.00114489822694408
212.5,0.8261089854304388,-0.0009246055373709483
330.0,0.753553991445651,-0.00027428275011132097
510.0,0.6552603493671696,0.0008742786019150239
787.5,0.5295376697853672,0.0026652615236036903
1220.0,0.3821090041586904,-0.001676553757986532
