fit_time_ms,fit_amplitude,residual
5.0,0.9533859410074963,-0.0010483146731511406
10.0,0.9466976978062915,-0.0008604132569103307
17.5,0.9368293517140336,-0.000600052504833748
27.5,0.9239652585817069,-0.0003174447522364954
40.0,0.9083322541639192,-2.7538336147325815e-05
60.0,0.884278870867732,0.0003025533116779444
90.0,0.8501947207101673,0.0005193675767626305
137.5,0.800445465501104,0.0005305816100349414
212.5,0.7304527825651762,6.433085245260983e-05
330.0,0.6368938514465967,-0.0005268155252508011
510.0,0.5212186417788102,-0.0005983898667860643
787.5,0.3883375573685449,0.0010188863141246118
1220.0,0.25190097516372056,-0.00039282713962496274
