pore_id,pore_volume_m3,pore_radius_m,shape_factor,clay_volume,pore_volume_um3,pore_radius_um,pore_diameter_um,equivalent_t2_ms
521,5.418831e-14,1.235043e-05,0.04596011,0.0,54188.310000000005,12.35043,24.70086,823.362
522,2.496371e-14,1.235046e-05,0.02855899,0.0,24963.71,12.35046,24.70092,823.364
523,2.972713e-14,1.244437e-05,0.02180321,0.0,29727.13,12.444370000000001,24.888740000000002,829.6246666666667
524,3.735709e-14,1.238507e-05,0.0338714,0.0,37357.09,12.38507,24.77014,825.6713333333335
525,1.754608e-14,1.238543e-05,0.03819659,0.0,17546.08,12.385430000000001,24.770860000000003,825.6953333333335
526,2.369677e-14,1.231132e-05,0.05628839,0.0,23696.77,12.31132,24.62264,820.7546666666667
527,8.400037e-14,1.237538e-05,0.05484571,0.0,84000.37000000001,12.37538,24.75076,825.0253333333334
528,9.364046e-15,1.225329e-05,0.05104889,0.0,9364.046,12.25329,24.50658,816.886
529,4.441375e-14,1.207322e-05,0.03627975,0.0,44413.75,12.07322,24.14644,804.8813333333333
530,2.127613e-14,1.24703e-05,0.04302084,0.0,21276.13,12.4703,24.9406,831.3533333333334
531,7.545029e-15,1.278666e-05,0.04116118,0.0,7545.029,12.78666,25.57332,852.444
532,2.804967e-14,1.235092e-05,0.02979161,0.0,28049.670000000002,12.35092,24.70184,823.3946666666667
533,4.27646e-14,1.237491e-05,0.02831366,0.0,42764.6,12.37491,24.74982,824.994
534,5.641077e-14,1.215309e-05,0.02740232,0.0,56410.770000000004,12.15309,24.30618,810.206
535,1.932971e-14,1.225997e-05,0.03683972,0.0,19329.71,12.259970000000001,24.519940000000002,817.3313333333334
536,4.403154e-14,1.202628e-05,0.02942451,0.0,44031.54,12.02628,24.05256,801.7520000000001
537,3.965033e-14,1.192359e-05,0.03216626,0.0,39650.329999999994,11.923589999999999,23.847179999999998,794.906
538,2.066036e-14,1.222281e-05,0.03840965,0.0,20660.359999999997,12.22281,24.44562,814.854
539,2.97696e-14,1.2199e-05,0.02289318,0.0,29769.6,12.199,24.398,813.2666666666667
540,4.091727e-14,1.220232e-05,0.04340901,0.0,40917.270000000004,12.20232,24.40464,813.488
541,2.499202e-14,1.26059e-05,0.03666223,0.0,24992.019999999997,12.6059,25.2118,840.3933333333333
542,3.17868e-14,1.203061e-05,0.04622551,0.0,31786.8,12.030610000000001,24.061220000000002,802.0406666666668
543,2.913259e-14,1.175747e-05,0.03280524,0.0,29132.59,11.75747,23.51494,783.8313333333333
544,3.377568e-14,1.225941e-05,0.02989221,0.0,33775.68,12.25941,24.51882,817.2940000000001
545,1.561382e-14,1.207742e-05,0.04448973,0.0,15613.82,12.07742,24.15484,805.1613333333333
546,5.190215e-14,1.221188e-05,0.03407097,0.0,51902.15,12.211879999999999,24.423759999999998,814.1253333333333
547,2.109211e-14,1.161608e-05,0.03095265,0.0,21092.11,11.61608,23.23216,774.4053333333334
548,3.776053e-14,1.178294e-05,0.04553295,0.0,37760.53,11.78294,23.56588,785.5293333333334
549,1.816186e-14,1.145454e-05,0.0549096,0.0,18161.86,11.45454,22.90908,763.636
550,2.626604e-14,1.200924e-05,0.03679693,0.0,26266.04,12.00924,24.01848,800.616
551,2.371092e-14,1.222652e-05,0.02545302,0.0,23710.92,12.22652,24.45304,815.1013333333334
552,4.253811e-14,1.197348e-05,0.04715545,0.0,42538.11,11.97348,23.94696,798.2320000000001
553,4.586471e-14,1.146835e-05,0.02401234,0.0,45864.71,11.468350000000001,22.936700000000002,764.5566666666667
554,4.575147e-14,1.268198e-05,0.02753883,0.0,45751.47,12.68198,25.36396,845.4653333333333
555,1.811939e-14,1.177942e-05,0.03839348,0.0,18119.39,11.77942,23.55884,785.2946666666667
556,2.725695e-14,1.180724e-05,0.03296495,0.0,27256.949999999997,11.80724,23.61448,787.1493333333334
557,3.533282e-14,1.229514e-05,0.0355951,0.0,35332.82,12.29514,24.59028,819.676
558,1.960575e-14,1.238496e-05,0.03725751,0.0,19605.75,12.38496,24.76992,825.664
559,3.70032e-14,1.231864e-05,0.03788345,0.0,37003.2,12.31864,24.63728,821.2426666666668
560,4.243902e-14,1.17149e-05,0.03003813,0.0,42439.02,11.7149,23.4298,780.9933333333333
561,1.718511e-14,1.173283e-05,0.01728768,0.0,17185.11,11.73283,23.46566,782.1886666666667
562,9.208332e-15,1.41781e-05,0.04133493,0.0,9208.332,14.1781,28.3562,945.2066666666667
563,2.875038e-14,1.163097e-05,0.04001797,0.0,28750.379999999997,11.630970000000001,23.261940000000003,775.3980000000001
564,2.964927e-14,1.165474e-05,0.03157352,0.0,29649.269999999997,11.65474,23.30948,776.9826666666668
565,2.126198e-14,1.176385e-05,0.04002225,0.0,21261.98,11.76385,23.5277,784.2566666666667
566,1.496266e-14,1.16742e-05,0.04841041,0.0,14962.660000000002,11.6742,23.3484,778.2800000000001
567,2.085854e-14,1.204812e-05,0.03547256,0.0,20858.54,12.04812,24.09624,803.2080000000001
568,3.622463e-14,1.173958e-05,0.04190242,0.0,36224.630000000005,11.73958,23.47916,782.6386666666667
569,3.119225e-14,1.214829e-05,0.03882325,0.0,31192.250000000004,12.14829,24.29658,809.886
570,2.1446e-14,1.147109e-05,0.04756516,0.0,21446.0,11.47109,22.94218,764.7393333333333
571,2.877869e-14,1.182998e-05,0.0379462,0.0,28778.690000000002,11.82998,23.65996,788.6653333333334
572,3.914072e-14,1.159891e-05,0.03374582,0.0,39140.72,11.59891,23.19782,773.2606666666667
573,1.071592e-14,1.117723e-05,0.02394741,0.0,10715.92,11.177230000000002,22.354460000000003,745.1486666666668
574,4.345823e-15,1.136263e-05,0.03019236,0.0,4345.823,11.362630000000001,22.725260000000002,757.5086666666667
575,6.653215e-15,1.117535e-05,0.02552336,0.0,6653.215,11.17535,22.3507,745.0233333333333
576,4.367057e-15,1.167153e-05,0.03369545,0.0,4367.057,11.67153,23.34306,778.1020000000001
577,1.623668e-14,1.167824e-05,0.02129615,0.0,16236.68,11.67824,23.35648,778.5493333333334
578,3.581411e-14,1.210806e-05,0.02506974,0.0,35814.11,12.10806,24.21612,807.2040000000001
579,2.248645e-14,1.203065e-05,0.05034138,0.0,22486.45,12.03065,24.0613,802.0433333333333
580,4.535511e-14,1.104702e-05,0.04037446,0.0,45355.11,11.047020000000002,22.094040000000003,736.4680000000002
581,2.568566e-14,1.128112e-05,0.0657204,0.0,25685.66,11.281120000000001,22.562240000000003,752.0746666666668
582,1.43398e-14,1.132305e-05,0.04535483,0.0,14339.8,11.32305,22.6461,754.87
583,2.254307e-14,1.167338e-05,0.04133991,0.0,22543.07,11.67338,23.34676,778.2253333333333
584,2.595462e-14,1.241916e-05,0.03115666,0.0,25954.62,12.41916,24.83832,827.944
585,2.623773e-14,1.114672e-05,0.03290763,0.0,26237.73,11.146719999999998,22.293439999999997,743.1146666666666
586,1.786459e-14,1.170325e-05,0.021046,0.0,17864.59,11.70325,23.4065,780.2166666666667
587,1.835296e-14,1.120068e-05,0.04663243,0.0,18352.96,11.20068,22.40136,746.712
588,3.12418e-14,1.171757e-05,0.03105589,0.0,31241.8,11.71757,23.43514,781.1713333333333
589,2.933077e-14,1.149087e-05,0.02492196,0.0,29330.77,11.49087,22.98174,766.058
590,2.221749e-14,1.118116e-05,0.030275,0.0,22217.489999999998,11.18116,22.36232,745.4106666666667
591,1.591109e-14,1.092736e-05,0.03146906,0.0,15911.090000000002,10.92736,21.85472,728.4906666666667
592,1.131047e-14,1.119318e-05,0.04058932,0.0,11310.47,11.19318,22.38636,746.212
593,1.89829e-14,1.144667e-05,0.05767828,0.0,18982.9,11.44667,22.89334,763.1113333333333
594,3.267861e-14,1.12388e-05,0.03585007,0.0,32678.609999999997,11.2388,22.4776,749.2533333333333
595,1.424779e-14,1.121688e-05,0.03630598,0.0,14247.789999999999,11.21688,22.43376,747.792
596,1.853699e-14,1.162636e-05,0.0234887,0.0,18536.99,11.62636,23.25272,775.0906666666667
597,2.930246e-14,1.191231e-05,0.02794582,0.0,29302.46,11.91231,23.82462,794.154
598,3.513464e-14,1.176722e-05,0.03333353,0.0,35134.64,11.76722,23.53444,784.4813333333334
599,3.608307e-14,1.166421e-05,0.03399703,0.0,36083.07,11.66421,23.32842,777.614
600,2.275541e-14,1.128952e-05,0.02671003,0.0,22755.41,11.289520000000001,22.579040000000003,752.6346666666668
601,3.134797e-14,1.121592e-05,0.02755946,0.0,31347.97,11.21592,22.43184,747.7280000000001
602,2.892733e-14,1.19933e-05,0.0259112,0.0,28927.329999999998,11.9933,23.9866,799.5533333333333
603,3.974942e-14,1.186025e-05,0.02882733,0.0,39749.42,11.86025,23.7205,790.6833333333334
604,2.907596e-14,1.179586e-05,0.0362414,0.0,29075.960000000003,11.795860000000001,23.591720000000002,786.3906666666668
605,6.844318e-15,1.143909e-05,0.02293065,0.0,6844.318,11.43909,22.87818,762.606
606,2.472306e-14,1.373519e-05,0.04924058,0.0,24723.059999999998,13.73519,27.47038,915.6793333333334
607,3.753404e-14,1.197103e-05,0.02912178,0.0,37534.04,11.971029999999999,23.942059999999998,798.0686666666667
608,5.972322e-14,1.344308e-05,0.03575037,0.0,59723.22,13.44308,26.88616,896.2053333333333
609,5.590116e-14,1.123748e-05,0.02082466,0.0,55901.159999999996,11.237480000000001,22.474960000000003,749.1653333333335
610,3.047739e-14,1.13449e-05,0.0473999,0.0,30477.390000000003,11.3449,22.6898,756.3266666666667
611,1.705771e-14,1.162441e-05,0.04252657,0.0,17057.71,11.624410000000001,23.248820000000002,774.9606666666667
612,1.492019e-14,1.106105e-05,0.0412061,0.0,14920.190000000002,11.06105,22.1221,737.4033333333333
613,2.161587e-14,1.122539e-05,0.03044248,0.0,21615.87,11.22539,22.45078,748.3593333333334
614,1.202533e-14,1.132804e-05,0.04292108,0.0,12025.33,11.32804,22.65608,755.2026666666667
615,6.607916e-14,1.151351e-05,0.02774733,0.0,66079.15999999999,11.51351,23.02702,767.5673333333334
616,2.358352e-14,1.106708e-05,0.0437605,0.0,23583.52,11.067079999999999,22.134159999999998,737.8053333333332
617,3.248043e-14,1.123251e-05,0.03340134,0.0,32480.430000000004,11.23251,22.46502,748.834
618,1.234384e-14,1.122889e-05,0.03712242,0.0,12343.84,11.22889,22.45778,748.5926666666667
619,1.976854e-14,1.200922e-05,0.03783339,0.0,19768.54,12.00922,24.01844,800.6146666666666
620,3.696781e-14,1.165008e-05,0.04205096,0.0,36967.810000000005,11.65008,23.30016,776.6720000000001
621,2.885655e-14,1.106216e-05,0.03221804,0.0,28856.55,11.062159999999999,22.124319999999997,737.4773333333333
622,3.327315e-14,1.135567e-05,0.04073395,0.0,33273.15,11.35567,22.71134,757.0446666666667
623,5.87677e-14,1.161821e-05,0.04635435,0.0,58767.7,11.618210000000001,23.236420000000003,774.5473333333334
624,1.644193e-14,1.138283e-05,0.01771691,0.0,16441.93,11.382829999999998,22.765659999999997,758.8553333333333
625,1.793537e-14,1.104234e-05,0.05098931,0.0,17935.370000000003,11.042340000000001,22.084680000000002,736.1560000000001
626,1.58757e-14,1.161864e-05,0.04179262,0.0,15875.699999999999,11.618640000000001,23.237280000000002,774.5760000000001
627,2.600416e-14,1.121753e-05,0.04135389,0.0,26004.16,11.21753,22.43506,747.8353333333333
628,2.585552e-14,1.128446e-05,0.03389045,0.0,25855.519999999997,11.284460000000001,22.568920000000002,752.2973333333334
629,4.448453e-14,1.152173e-05,0.03272315,0.0,44484.53,11.52173,23.04346,768.1153333333333
630,2.476553e-14,1.068684e-05,0.03979102,0.0,24765.530000000002,10.68684,21.37368,712.456
631,2.182113e-14,1.121762e-05,0.03602189,0.0,21821.13,11.21762,22.43524,747.8413333333334
632,2.601124e-14,1.140084e-05,0.0450606,0.0,26011.239999999998,11.40084,22.80168,760.056
633,2.841064e-14,1.119487e-05,0.05232316,0.0,28410.64,11.19487,22.38974,746.3246666666666
634,1.881303e-14,1.15945e-05,0.0386715,0.0,18813.030000000002,11.5945,23.189,772.9666666666667
635,1.68383e-14,1.132441e-05,0.04854946,0.0,16838.3,11.32441,22.64882,754.9606666666667
636,1.93014e-14,1.089844e-05,0.04230586,0.0,19301.4,10.89844,21.79688,726.5626666666667
637,2.228119e-14,1.145962e-05,0.05,0.0,22281.190000000002,11.45962,22.91924,763.9746666666666
638,1.700816e-14,1.135563e-05,0.04153449,0.0,17008.16,11.355630000000001,22.711260000000003,757.0420000000001
639,2.342781e-14,1.1442e-05,0.04229225,0.0,23427.81,11.442,22.884,762.8000000000001
640,2.023568e-14,1.141226e-05,0.0368683,0.0,20235.68,11.41226,22.82452,760.8173333333333
641,3.643697e-14,1.140722e-05,0.04693551,0.0,36436.969999999994,11.407219999999999,22.814439999999998,760.4813333333333
642,3.170186e-14,1.123961e-05,0.03935266,0.0,31701.86,11.23961,22.47922,749.3073333333334
643,9.746252e-15,1.070265e-05,0.01825775,0.0,9746.252,10.70265,21.4053,713.51
644,3.470996e-14,1.258779e-05,0.0369327,0.0,34709.96,12.58779,25.17558,839.186
645,1.744699e-14,1.133307e-05,0.0316517,0.0,17446.99,11.33307,22.66614,755.538
646,2.717201e-14,1.104793e-05,0.05973486,0.0,27172.010000000002,11.047930000000001,22.095860000000002,736.5286666666667
647,1.62296e-14,1.085388e-05,0.036866,0.0,16229.6,10.85388,21.70776,723.592
648,3.897793e-14,1.100385e-05,0.04026823,0.0,38977.93,11.00385,22.0077,733.59
649,1.656934e-14,1.09967e-05,0.03413458,0.0,16569.34,10.996699999999999,21.993399999999998,733.1133333333332
650,1.571291e-14,1.125001e-05,0.03800372,0.0,15712.91,11.25001,22.50002,750.0006666666667
651,3.534697e-14,1.098383e-05,0.02650898,0.0,35346.97,10.98383,21.96766,732.2553333333333
652,2.088685e-14,1.124736e-05,0.03582806,0.0,20886.85,11.24736,22.49472,749.8240000000001
653,3.920442e-14,1.128364e-05,0.04110644,0.0,39204.42,11.28364,22.56728,752.2426666666667
654,2.749759e-14,1.13463e-05,0.03469099,0.0,27497.59,11.3463,22.6926,756.42
655,2.69526e-14,1.349301e-05,0.0359246,0.0,26952.6,13.49301,26.98602,899.534
656,3.11144e-14,1.134068e-05,0.0264883,0.0,31114.4,11.34068,22.68136,756.0453333333334
657,2.455319e-14,1.145301e-05,0.02961049,0.0,24553.19,11.453009999999999,22.906019999999998,763.534
658,2.037016e-14,1.102633e-05,0.03731655,0.0,20370.16,11.02633,22.05266,735.0886666666667
659,1.609512e-14,1.170522e-05,0.02629225,0.0,16095.12,11.70522,23.41044,780.3480000000001
660,1.354708e-14,1.127215e-05,0.02762209,0.0,13547.08,11.27215,22.5443,751.4766666666667
661,1.58757e-14,1.107393e-05,0.02866479,0.0,15875.699999999999,11.073929999999999,22.147859999999998,738.262
662,2.429839e-14,1.112709e-05,0.05071088,0.0,24298.39,11.127089999999999,22.254179999999998,741.8059999999999
663,2.95431e-14,1.030734e-05,0.03301125,0.0,29543.100000000002,10.30734,20.61468,687.1560000000001
664,1.668258e-14,1.081209e-05,0.03853029,0.0,16682.58,10.81209,21.62418,720.806
665,2.694552e-14,1.047123e-05,0.05437139,0.0,26945.52,10.471229999999998,20.942459999999997,698.0819999999999
666,2.150262e-14,1.129002e-05,0.0345582,0.0,21502.620000000003,11.29002,22.58004,752.668
667,4.688393e-14,1.090962e-05,0.03571403,0.0,46883.93,10.909619999999999,21.819239999999997,727.3079999999999
668,2.461689e-14,1.126899e-05,0.02722323,0.0,24616.890000000003,11.268989999999999,22.537979999999997,751.266
669,2.75613e-14,1.091645e-05,0.02795202,0.0,27561.3,10.91645,21.8329,727.7633333333333
670,2.160171e-14,1.138862e-05,0.03267455,0.0,21601.71,11.38862,22.77724,759.2413333333333
671,1.606681e-14,1.111547e-05,0.02928538,0.0,16066.810000000001,11.11547,22.23094,741.0313333333334
672,2.024984e-14,1.05609e-05,0.05,0.0,20249.84,10.5609,21.1218,704.0600000000001
673,2.912551e-14,1.062845e-05,0.04153845,0.0,29125.51,10.628449999999999,21.256899999999998,708.5633333333333
674,2.047633e-14,1.0485e-05,0.02834308,0.0,20476.329999999998,10.485000000000001,20.970000000000002,699.0000000000001
675,5.554727e-14,1.189793e-05,0.03884511,0.0,55547.27,11.89793,23.79586,793.1953333333335
676,1.108397e-14,1.038856e-05,0.05021443,0.0,11083.97,10.38856,20.77712,692.5706666666667
677,4.291323e-14,1.119564e-05,0.03810833,0.0,42913.23,11.19564,22.39128,746.376
678,2.617403e-14,1.052503e-05,0.0364785,0.0,26174.03,10.525030000000001,21.050060000000002,701.6686666666668
679,5.022469e-14,1.120284e-05,0.03052864,0.0,50224.69,11.20284,22.40568,746.856
680,1.457337e-14,1.116804e-05,0.05354885,0.0,14573.37,11.16804,22.33608,744.536
681,1.204657e-14,1.044571e-05,0.04410482,0.0,12046.57,10.44571,20.89142,696.3806666666667
682,3.29051e-14,1.082377e-05,0.06478572,0.0,32905.1,10.82377,21.64754,721.5846666666666
683,1.792121e-14,1.112908e-05,0.04541487,0.0,17921.21,11.12908,22.25816,741.9386666666667
684,1.369571e-14,1.050441e-05,0.0376342,0.0,13695.710000000001,10.50441,21.00882,700.294
685,2.566442e-14,1.097677e-05,0.0269389,0.0,25664.420000000002,10.97677,21.95354,731.7846666666667
686,1.889088e-14,1.108488e-05,0.0354591,0.0,18890.88,11.08488,22.16976,738.9920000000001
687,5.061398e-14,1.097151e-05,0.02737968,0.0,50613.98,10.97151,21.94302,731.4340000000001
688,3.179387e-14,1.239352e-05,0.03024711,0.0,31793.87,12.39352,24.78704,826.2346666666667
689,1.760271e-14,1.123612e-05,0.04064896,0.0,17602.71,11.23612,22.47224,749.0746666666666
690,2.87433e-14,1.106734e-05,0.06231381,0.0,28743.3,11.06734,22.13468,737.8226666666667
691,2.138938e-14,1.060145e-05,0.03477705,0.0,21389.379999999997,10.60145,21.2029,706.7633333333333
692,2.3718e-14,1.115215e-05,0.02849496,0.0,23718.0,11.152149999999999,22.304299999999998,743.4766666666666
693,1.586155e-14,1.054797e-05,0.05,0.0,15861.55,10.54797,21.09594,703.198
694,1.342675e-14,1.104721e-05,0.03303914,0.0,13426.75,11.04721,22.09442,736.4806666666667
695,1.95562e-14,1.079377e-05,0.03630237,0.0,19556.2,10.79377,21.58754,719.5846666666667
696,1.485649e-14,1.028486e-05,0.02365728,0.0,14856.49,10.28486,20.56972,685.6573333333333
697,7.134511e-15,1.072953e-05,0.01940941,0.0,7134.511,10.72953,21.45906,715.302
698,8.189116e-15,1.022783e-05,0.02225427,0.0,8189.116000000001,10.227829999999999,20.455659999999998,681.8553333333333
699,1.739745e-14,1.068752e-05,0.0213555,0.0,17397.449999999997,10.687520000000001,21.375040000000002,712.5013333333334
700,2.6535e-14,1.055458e-05,0.04279745,0.0,26535.0,10.55458,21.10916,703.6386666666667
701,2.857343e-14,1.057984e-05,0.04889376,0.0,28573.43,10.579839999999999,21.159679999999998,705.3226666666666
702,2.262093e-14,1.044941e-05,0.05311923,0.0,22620.93,10.449409999999999,20.898819999999997,696.6273333333332
703,1.369571e-14,1.023605e-05,0.03621124,0.0,13695.710000000001,10.23605,20.4721,682.4033333333334
704,1.999503e-14,1.056658e-05,0.03735673,0.0,19995.03,10.56658,21.13316,704.4386666666667
705,1.939341e-14,1.134229e-05,0.02828396,0.0,19393.41,11.34229,22.68458,756.1526666666667
706,1.614466e-14,1.035527e-05,0.03283288,0.0,16144.660000000002,10.35527,20.71054,690.3513333333334
707,1.367448e-14,1.060673e-05,0.05988054,0.0,13674.48,10.60673,21.21346,707.1153333333334
708,1.9719e-14,1.027513e-05,0.04051859,0.0,19719.0,10.275129999999999,20.550259999999998,685.0086666666666
709,5.957458e-14,1.031281e-05,0.05,0.0,59574.58,10.312809999999999,20.625619999999998,687.5206666666667
710,1.59394e-14,1.109388e-05,0.05264308,0.0,15939.4,11.093879999999999,22.187759999999997,739.592
711,4.170999e-14,1.046313e-05,0.04990234,0.0,41709.99,10.46313,20.92626,697.542
712,2.683227e-14,1.054894e-05,0.03897738,0.0,26832.27,10.54894,21.09788,703.2626666666667
713,8.493466e-15,1.065529e-05,0.04683024,0.0,8493.466,10.65529,21.31058,710.3526666666668
714,2.282619e-14,1.038329e-05,0.03074129,0.0,22826.19,10.38329,20.76658,692.2193333333335
715,2.820538e-14,1.055162e-05,0.02879646,0.0,28205.38,10.55162,21.10324,703.4413333333333
716,1.707894e-14,1.016375e-05,0.02533418,0.0,17078.94,10.16375,20.3275,677.5833333333334
717,2.27908e-14,1.053074e-05,0.0505099,0.0,22790.8,10.53074,21.06148,702.0493333333334
718,1.869978e-14,1.036485e-05,0.03830762,0.0,18699.78,10.364849999999999,20.729699999999998,690.9899999999999
719,1.785043e-14,1.05415e-05,0.03252436,0.0,17850.43,10.541500000000001,21.083000000000002,702.7666666666668
720,2.422053e-14,1.100517e-05,0.05402065,0.0,24220.53,11.00517,22.01034,733.678
721,3.11144e-14,1.10348e-05,0.05886954,0.0,31114.4,11.0348,22.0696,735.6533333333334
722,1.954205e-14,1.036127e-05,0.02910349,0.0,19542.050000000003,10.36127,20.72254,690.7513333333333
723,5.310539e-14,1.093989e-05,0.03605013,0.0,53105.39,10.93989,21.87978,729.326
724,2.8807e-14,1.043936e-05,0.02315035,0.0,28807.000000000004,10.439359999999999,20.878719999999998,695.9573333333333
725,2.964219e-14,1.03177e-05,0.03657455,0.0,29642.19,10.3177,20.6354,687.8466666666667
726,2.827616e-14,1.207594e-05,0.04250279,0.0,28276.16,12.075940000000001,24.151880000000002,805.0626666666668
727,1.349045e-14,1.044207e-05,0.03486592,0.0,13490.45,10.442070000000001,20.884140000000002,696.1380000000001
728,2.059665e-14,1.094809e-05,0.04557263,0.0,20596.649999999998,10.94809,21.89618,729.8726666666668
729,2.674026e-14,1.10068e-05,0.04273241,0.0,26740.26,11.0068,22.0136,733.7866666666667
730,1.729836e-14,1.075139e-05,0.03600596,0.0,17298.36,10.751389999999999,21.502779999999998,716.7593333333333
731,1.344091e-14,1.042257e-05,0.03838314,0.0,13440.91,10.42257,20.84514,694.8380000000001
732,1.700816e-14,1.144949e-05,0.04227197,0.0,17008.16,11.44949,22.89898,763.2993333333334
733,1.073716e-14,1.053827e-05,0.03254761,0.0,10737.16,10.53827,21.07654,702.5513333333334
734,2.417807e-14,1.042122e-05,0.0481327,0.0,24178.07,10.421220000000002,20.842440000000003,694.7480000000002
735,6.532891e-15,1.044249e-05,0.05396457,0.0,6532.8910000000005,10.44249,20.88498,696.1659999999999
736,1.097073e-14,1.029916e-05,0.02861492,0.0,10970.730000000001,10.29916,20.59832,686.6106666666667
737,1.712849e-14,1.002948e-05,0.03406893,0.0,17128.489999999998,10.02948,20.05896,668.632
738,2.196976e-14,1.026738e-05,0.04043339,0.0,21969.76,10.26738,20.53476,684.492
739,1.264819e-14,1.02503e-05,0.04344644,0.0,12648.189999999999,10.250300000000001,20.500600000000002,683.3533333333335
740,9.003074e-15,1.084416e-05,0.03839615,0.0,9003.074,10.844159999999999,21.688319999999997,722.944
741,1.700109e-14,1.084111e-05,0.040032,0.0,17001.09,10.841109999999999,21.682219999999997,722.7406666666666
742,1.659057e-14,1.054391e-05,0.03959857,0.0,16590.57,10.54391,21.08782,702.9273333333334
743,2.080191e-14,9.977346e-06,0.03949898,0.0,20801.91,9.977345999999999,19.954691999999998,665.1564
744,2.153094e-14,1.047799e-05,0.04084154,0.0,21530.94,10.47799,20.95598,698.5326666666667
745,1.878471e-14,1.004607e-05,0.02553437,0.0,18784.71,10.04607,20.09214,669.738
746,4.035104e-14,9.975406e-06,0.02687679,0.0,40351.04,9.975406000000001,19.950812000000003,665.0270666666668
747,2.455319e-14,9.969244e-06,0.0419928,0.0,24553.19,9.969244,19.938488,664.6162666666667
748,1.611635e-14,1.025344e-05,0.05024509,0.0,16116.349999999999,10.25344,20.50688,683.5626666666667
749,1.461584e-14,1.084864e-05,0.03407913,0.0,14615.84,10.84864,21.69728,723.2426666666667
750,1.034079e-14,1.09066e-05,0.04588904,0.0,10340.789999999999,10.9066,21.8132,727.1066666666667
751,1.827511e-14,1.025861e-05,0.05143961,0.0,18275.11,10.25861,20.51722,683.9073333333333
752,1.906783e-14,9.948812e-06,0.02154239,0.0,19067.83,9.948812,19.897624,663.2541333333334
753,3.551684e-14,1.025953e-05,0.02433847,0.0,35516.84,10.25953,20.51906,683.9686666666666
754,1.854407e-14,1.044509e-05,0.04980661,0.0,18544.07,10.44509,20.89018,696.3393333333333
755,2.063912e-14,9.973983e-06,0.03312132,0.0,20639.120000000003,9.973983,19.947966,664.9322000000001
756,1.550057e-14,1.024892e-05,0.03803266,0.0,15500.569999999998,10.24892,20.49784,683.2613333333334
757,1.387266e-14,1.078091e-05,0.02088352,0.0,13872.66,10.780909999999999,21.561819999999997,718.7273333333333
758,1.18767e-14,1.022171e-05,0.0242569,0.0,11876.7,10.22171,20.44342,681.4473333333334
759,1.038326e-14,1.089985e-05,0.02987313,0.0,10383.26,10.89985,21.7997,726.6566666666668
760,2.636513e-14,1.040906e-05,0.04095293,0.0,26365.129999999997,10.40906,20.81812,693.9373333333334
761,1.437519e-14,1.069944e-05,0.05829873,0.0,14375.189999999999,10.699440000000001,21.398880000000002,713.296
762,4.013162e-15,1.311695e-05,0.0549628,0.0,4013.1620000000003,13.11695,26.2339,874.4633333333334
763,2.209717e-14,1.028395e-05,0.04744689,0.0,22097.170000000002,10.28395,20.5679,685.5966666666667
764,7.559184e-15,1.013728e-05,0.04446555,0.0,7559.184,10.13728,20.27456,675.8186666666667
765,1.921647e-14,1.032156e-05,0.04613792,0.0,19216.47,10.32156,20.64312,688.104
766,1.763102e-14,9.83875e-06,0.03339987,0.0,17631.02,9.83875,19.6775,655.9166666666666
767,1.306578e-14,1.032693e-05,0.03726642,0.0,13065.78,10.326929999999999,20.653859999999998,688.462
768,2.523267e-14,9.911951e-06,0.03543034,0.0,25232.67,9.911951,19.823902,660.7967333333333
769,1.001521e-14,1.02248e-05,0.03346427,0.0,10015.210000000001,10.2248,20.4496,681.6533333333334
770,2.631559e-14,1.044851e-05,0.05152302,0.0,26315.59,10.44851,20.89702,696.5673333333334
771,1.645609e-14,1.048233e-05,0.04286439,0.0,16456.09,10.48233,20.96466,698.822
772,2.344197e-14,1.029621e-05,0.03463032,0.0,23441.97,10.29621,20.59242,686.4140000000001
773,1.581908e-14,1.052e-05,0.04071665,0.0,15819.08,10.52,21.04,701.3333333333334
774,2.315177e-14,1.00229e-05,0.04197694,0.0,23151.77,10.0229,20.0458,668.1933333333334
775,1.508298e-14,1.033606e-05,0.03785647,0.0,15082.98,10.33606,20.67212,689.0706666666666
776,1.363201e-14,1.050144e-05,0.04254581,0.0,13632.01,10.50144,21.00288,700.0960000000001
777,4.582225e-14,1.167816e-05,0.05853942,0.0,45822.25,11.67816,23.35632,778.544
778,1.152988e-14,1.084263e-05,0.04129975,0.0,11529.880000000001,10.84263,21.68526,722.842
779,1.536609e-14,1.014819e-05,0.03939769,0.0,15366.089999999998,10.14819,20.29638,676.546
780,1.409915e-14,1.035484e-05,0.03973101,0.0,14099.15,10.354840000000001,20.709680000000002,690.3226666666668
781,2.924583e-14,1.04261e-05,0.04725973,0.0,29245.83,10.4261,20.8522,695.0733333333334
782,1.945004e-14,9.926691e-06,0.02888824,0.0,19450.04,9.926691,19.853382,661.7794
783,2.637929e-14,1.015721e-05,0.05082257,0.0,26379.289999999997,10.157210000000001,20.314420000000002,677.1473333333334
784,2.975544e-14,1.047783e-05,0.04490703,0.0,29755.44,10.47783,20.95566,698.522
785,2.793642e-14,1.028405e-05,0.02882882,0.0,27936.42,10.28405,20.5681,685.6033333333334
786,1.270481e-14,1.039527e-05,0.04849702,0.0,12704.810000000001,10.39527,20.79054,693.018
