group_id,start_index,end_index,representative_index,slice_count,porosity_min,porosity_max,porosity_mean,used_representative_index,used_representative_1_based,weight_slice_count,attempted_representatives,group_output_dir,decay_csv,mesh_png
42,394,400,397,7,0.11605073542010479,0.12490869247626005,0.12024347384707744,397,398,7,397,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_042_slice_0397,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_042_slice_0397\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_042_slice_0397_count_007_mesh.png
43,401,410,405,10,0.12725112499887276,0.13706048390733075,0.13276316857397938,405,406,10,405,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_043_slice_0405,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_043_slice_0405\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_043_slice_0405_count_010_mesh.png
44,411,422,416,12,0.13844024204384564,0.14691042393745096,0.14205027099171244,416,417,12,416,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_044_slice_0416,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_044_slice_0416\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_044_slice_0416_count_012_mesh.png
45,423,429,426,7,0.14864639414188963,0.1582438294150006,0.15402757970325537,426,427,7,426,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_045_slice_0426,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_045_slice_0426\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_045_slice_0426_count_007_mesh.png
46,430,441,435,12,0.15435480525570616,0.1626897167437708,0.16038147757366977,435,436,12,435,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_046_slice_0435,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_046_slice_0435\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_046_slice_0435_count_012_mesh.png
47,442,449,445,8,0.14380145911677444,0.1525421818214611,0.14901077879681485,445,446,8,445,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_047_slice_0445,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_047_slice_0445\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_047_slice_0445_count_008_mesh.png
48,450,499,474,50,0.13501790078366654,0.1446153360567775,0.13868539710882055,476,477,50,"474,475,473,476",C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_048_slice_0476,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_048_slice_0476\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_048_slice_0476_count_050_mesh.png
49,500,517,508,18,0.13375537699862025,0.14268547827106387,0.1372920718516314,508,509,18,508,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_049_slice_0508,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_049_slice_0508\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_049_slice_0508_count_018_mesh.png
50,518,533,525,16,0.1438961484006529,0.15323431539647756,0.14716250597444291,525,526,16,525,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_050_slice_0525,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_050_slice_0525\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_050_slice_0525_count_016_mesh.png
51,534,539,536,6,0.15462985508030552,0.16374933492050608,0.1589840591342093,537,538,6,"536,537",C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_051_slice_0537,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_051_slice_0537\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_051_slice_0537_count_006_mesh.png
52,540,544,542,5,0.1662315468621775,0.17426660895129364,0.1704330456582709,542,543,5,542,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_052_slice_0542,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_052_slice_0542\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_052_slice_0542_count_005_mesh.png
53,545,559,552,15,0.17650984317650983,0.18590437284130978,0.18253899545190835,552,553,15,552,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_053_slice_0552,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_053_slice_0552\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_053_slice_0552_count_015_mesh.png
54,560,569,564,10,0.18663934204474744,0.19608572536500465,0.1896921696471246,564,565,10,564,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_054_slice_0564,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_054_slice_0564\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_054_slice_0564_count_010_mesh.png
55,570,582,576,13,0.1986986986986987,0.20815635455275094,0.2043184903545264,576,577,13,576,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_055_slice_0576,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_055_slice_0576\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_055_slice_0576_count_013_mesh.png
56,583,593,588,11,0.20944818692566441,0.21939281623966309,0.21455853888286322,588,589,11,588,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_056_slice_0588,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_056_slice_0588\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_056_slice_0588_count_011_mesh.png
57,594,605,599,12,0.22113554996437879,0.230182885588291,0.2266241466691917,599,600,12,599,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_057_slice_0599,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_057_slice_0599\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_057_slice_0599_count_012_mesh.png
58,606,615,610,10,0.2314048282516751,0.24132240348456566,0.23616071025980934,610,611,10,610,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_058_slice_0610,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_058_slice_0610\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_058_slice_0610_count_010_mesh.png
59,616,628,622,13,0.24329058788518249,0.25239203167131097,0.24704659614569527,622,623,13,622,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_059_slice_0622,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_059_slice_0622\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_059_slice_0622_count_013_mesh.png
60,629,651,640,23,0.25351703054405755,0.2631730829929028,0.26062058925357007,640,641,23,640,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_060_slice_0640,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_060_slice_0640\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_060_slice_0640_count_023_mesh.png
61,652,675,663,24,0.2642281921561201,0.2731853475096718,0.2682396172448725,663,664,24,663,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_061_slice_0663,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_061_slice_0663\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_061_slice_0663_count_024_mesh.png
62,676,708,692,33,0.2659506353200047,0.2758411564717871,0.2709733347871486,692,693,33,692,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_062_slice_0692,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_062_slice_0692\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_062_slice_0692_count_033_mesh.png
63,709,731,720,23,0.25509067626184745,0.2647512377242107,0.2600997001702055,720,721,23,720,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_063_slice_0720,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_063_slice_0720\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_063_slice_0720_count_023_mesh.png
64,732,737,734,6,0.24414730045360675,0.253803352902452,0.24914028142256373,734,735,6,734,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_064_slice_0734,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_064_slice_0734\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_064_slice_0734_count_006_mesh.png
65,738,746,742,9,0.23304160015871728,0.2421317714110507,0.23689530371212053,741,742,9,"742,741",C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_065_slice_0741,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_065_slice_0741\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_065_slice_0741_count_009_mesh.png
66,747,756,751,10,0.22196520845169493,0.2314634454274094,0.22567251936621308,752,753,10,"751,752",C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_066_slice_0752,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_066_slice_0752\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_066_slice_0752_count_010_mesh.png
67,757,769,763,13,0.21088205322439557,0.22030363697030364,0.2149771046167443,763,764,13,763,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_067_slice_0763,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_067_slice_0763\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_067_slice_0763_count_013_mesh.png
68,770,793,781,24,0.20110425741056373,0.21014708402095789,0.20675978155332508,775,776,24,"781,782,780,783,779,784,778,785,777,786,776,787,775",C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_068_slice_0775,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_068_slice_0775\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_068_slice_0775_count_024_mesh.png
69,794,799,796,6,0.1935922408895382,0.1999183868553238,0.19714233753272792,796,797,6,796,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_069_slice_0796,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\group_runs\group_069_slice_0796\average_normalized_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\sample_16_porosity_grouped_nmr_topaxis\representative_mesh_figures\group_069_slice_0796_count_006_mesh.png
