component_label,voxel_count,volume_um3,is_open
1,1,7.077887999999999,True
2,1,7.077887999999999,True
3,138,976.7485439999998,True
4,221,1564.2132479999998,True
5,39,276.037632,True
6,2660,18827.18208,True
7,264,1868.5624319999997,True
8,216,1528.8238079999996,True
9,5,35.38943999999999,True
10,538,3807.9037439999993,True
11,1036,7332.691967999999,True
12,3,21.233663999999997,True
13,1,7.077887999999999,True
14,1973329,13967001.649151998,True
15,1,7.077887999999999,True
16,1914,13547.077631999999,True
17,71,502.5300479999999,True
18,1,7.077887999999999,True
19,19,134.47987199999997,True
20,7,49.54521599999999,True
21,1,7.077887999999999,True
22,13,92.01254399999999,True
23,2154,15245.770751999997,True
24,1,7.077887999999999,True
25,2,14.155775999999998,True
26,1,7.077887999999999,True
27,41,290.193408,True
28,64,452.9848319999999,True
29,25,176.94719999999998,True
30,1,7.077887999999999,True
31,1,7.077887999999999,True
32,1,7.077887999999999,True
33,407,2880.7004159999997,True
34,1,7.077887999999999,True
35,72,509.60793599999994,True
36,3,21.233663999999997,True
37,83,587.4647039999999,True
38,8,56.62310399999999,True
39,71,502.5300479999999,True
40,370,2618.8185599999997,True
41,3,21.233663999999997,True
42,1,7.077887999999999,True
43,2,14.155775999999998,True
44,3,21.233663999999997,True
45,45,318.5049599999999,True
46,31,219.41452799999996,True
47,28032,198407.35641599997,True
48,1,7.077887999999999,True
49,134,948.4369919999998,True
50,10,70.77887999999999,True
51,20,141.55775999999997,True
52,1,7.077887999999999,True
53,109,771.4897919999999,True
54,1,7.077887999999999,True
55,25,176.94719999999998,True
56,27,191.10297599999996,True
57,43,304.3491839999999,True
58,685,4848.353279999999,True
59,192,1358.9544959999998,True
60,5,35.38943999999999,True
61,3,21.233663999999997,True
62,1,7.077887999999999,True
63,11,77.85676799999999,True
64,300,2123.3663999999994,True
65,1,7.077887999999999,True
66,4,28.311551999999995,True
67,4,28.311551999999995,True
68,56,396.3617279999999,True
69,2,14.155775999999998,True
70,9,63.70099199999999,True
71,1,7.077887999999999,True
72,1,7.077887999999999,False
73,1,7.077887999999999,False
74,8,56.62310399999999,False
75,1,7.077887999999999,False
76,2,14.155775999999998,False
77,1,7.077887999999999,False
78,9,63.70099199999999,False
79,191,1351.8766079999998,False
80,8,56.62310399999999,False
81,3,21.233663999999997,False
82,1,7.077887999999999,False
83,8,56.62310399999999,False
84,1,7.077887999999999,False
85,29,205.25875199999996,False
86,5,35.38943999999999,False
87,88,622.8541439999999,True
88,1,7.077887999999999,False
89,2,14.155775999999998,False
90,44,311.42707199999995,True
91,44,311.42707199999995,False
92,344,2434.7934719999994,False
93,1,7.077887999999999,False
94,250,1769.4719999999998,False
95,1,7.077887999999999,False
96,19,134.47987199999997,False
97,1,7.077887999999999,False
98,1,7.077887999999999,False
99,34,240.64819199999997,False
100,2,14.155775999999998,False
101,104,736.1003519999999,False
102,253,1790.7056639999996,False
103,1,7.077887999999999,False
104,1,7.077887999999999,False
105,1,7.077887999999999,False
106,112,792.7234559999998,False
107,5,35.38943999999999,False
108,14,99.09043199999998,False
109,1,7.077887999999999,False
110,1,7.077887999999999,False
111,1,7.077887999999999,False
112,448,3170.8938239999993,False
113,59,417.59539199999995,False
114,133,941.3591039999999,False
115,53,375.12806399999994,False
116,12,84.93465599999999,False
117,33,233.57030399999996,False
118,1,7.077887999999999,False
119,30,212.33663999999996,False
120,38,268.95974399999994,False
121,2,14.155775999999998,False
122,4,28.311551999999995,False
123,9,63.70099199999999,False
124,51,360.97228799999993,False
125,1,7.077887999999999,False
126,1,7.077887999999999,False
127,16,113.24620799999998,False
128,18,127.40198399999998,False
129,15,106.16831999999998,False
130,1,7.077887999999999,False
131,127,898.8917759999998,False
132,2,14.155775999999998,False
133,1,7.077887999999999,False
134,1,7.077887999999999,False
135,10,70.77887999999999,False
136,28,198.18086399999996,True
137,36,254.80396799999997,False
138,30,212.33663999999996,False
139,1,7.077887999999999,False
140,7,49.54521599999999,False
141,2,14.155775999999998,False
142,1,7.077887999999999,False
143,1,7.077887999999999,False
144,2,14.155775999999998,False
145,1,7.077887999999999,False
146,1,7.077887999999999,False
147,1,7.077887999999999,False
148,74,523.7637119999999,False
149,1,7.077887999999999,False
150,1,7.077887999999999,False
151,16,113.24620799999998,False
