pore_domain,responsive_pore_voxels,total_pore_voxels,open_voxels,closed_pore_voxels,node_count,tetra_cell_count,tetra_per_open_voxel,all_boundary_triangles,solid_boundary_triangles,external_boundary_triangles,solid_boundary_voxel_faces,external_boundary_voxel_faces,voxel_size_um,external_boundary,stiffness_nonzeros,timing_tetra_array_build_s,timing_mesh_preview_s,timing_fem_assembly_s
all,132415,132415,108417,23998,238124,832077,7.674783474916295,1863043,1862413,630,1862413,630,15.36,no_flux,2781144,66.45067240000026,2.1610780999999406,1.0394242000002123
