tetra_count,volume_min_um3,volume_mean_um3,volume_max_um3,edge_min_um,edge_mean_um,edge_max_um,aspect_min,aspect_mean,aspect_max
832077,3.1639588581262,559.3378604095919,266305.1976776855,3.437240696124366,16.730037652649397,151.76005926815705,1.0,1.7262439378221253,4.634993958531123
