fit_time_ms,fit_amplitude,residual
5.0,0.9140503493094401,-0.0013226179521801384
10.0,0.9021590773053119,-0.001200855943641277
17.5,0.8846591307430183,-0.0010122941290948706
27.5,0.8619386006274623,-0.0008165397019173071
40.0,0.8344890092570685,-0.0005802392412882496
60.0,0.7926626655270819,-0.00024472909582140545
90.0,0.7344207708115715,6.690121227070911e-05
137.5,0.6520961298539861,0.0004691932905347418
212.5,0.5429867668738071,0.0005109800049806212
330.0,0.41187597313082863,0.0003635219628598252
510.0,0.27572482428186373,-0.00029420492311199586
787.5,0.15513587380300448,-8.541439730361255e-05
1220.0,0.06865075278149801,-8.899447416652051e-05
