z_slices,rows,cols,total_voxels,voxel_size_um,voxel_volume_um3,total_pore_voxels,open_pore_voxels,closed_pore_voxels,total_porosity_fraction,open_porosity_fraction,closed_porosity_fraction,open_fraction_of_pore_voxels,pore_component_count,open_component_count,closed_component_count,open_pore_volume_um3,closed_pore_volume_um3
100,84,84,705600,15.36,3623.8786559999994,132415,108417,23998,0.18766298185941044,0.15365221088435374,0.03401077097505669,0.8187667560321715,2625,246,2379,392890052.2475519,86965839.98668799
