time_ms,average_normalized_signal
0.0,1.0
5.0,0.9963567099449576
10.0,0.9927303229259312
15.0,0.9891205919809783
20.0,0.9855272922935427
25.0,0.9819502164036816
30.0,0.9783891712261495
35.0,0.9748439759172116
40.0,0.9713144602369288
45.0,0.9678004632416712
50.0,0.9643018322134872
55.0,0.9608184217670748
60.0,0.95735009309412
65.0,0.953896713316438
70.0,0.9504581549270044
75.0,0.947034295303128
80.0,0.9436250162796432
85.0,0.940230203772622
90.0,0.936849747446003
95.0,0.9334835404150018
100.0,0.9301314789812442
105.0,0.92679346239545
110.0,0.9234693926441518
115.0,0.9201591742574902
120.0,0.9168627141355654
125.0,0.9135799213911824
130.0,0.9103107072071308
135.0,0.9070549847063876
140.0,0.9038126688338394
145.0,0.9005836762483045
150.0,0.8973679252237761
155.0,0.8941653355589471
160.0,0.8909758284941848
165.0,0.8877993266352173
170.0,0.8846357538828841
175.0,0.8814850353683632
180.0,0.8783470973933721
185.0,0.875221867374868
190.0,0.8721092737938476
195.0,0.8690092461478713
200.0,0.8659217149069856
205.0,0.862846611472743
210.0,0.8597838681400571
215.0,0.8567334180616488
220.0,0.8536951952148673
225.0,0.8506691343706902
230.0,0.8476551710647255
235.0,0.8446532415700534
240.0,0.8416632828717624
245.0,0.8386852326430467
250.0,0.8357190292227463
255.0,0.8327646115942168
260.0,0.8298219193654299
265.0,0.8268908927502153
270.0,0.8239714725505559
275.0,0.8210636001398652
280.0,0.8181672174471724
285.0,0.8152822669421529
290.0,0.8124086916209459
295.0,0.8095464349927032
300.0,0.8066954410668221
305.0,0.803855654340812
310.0,0.8010270197887587
315.0,0.7982094828503414
320.0,0.795402989420371
325.0,0.792607485838813
330.0,0.7898229188812681
335.0,0.7870492357498781
340.0,0.7842863840646326
345.0,0.7815343118550532
350.0,0.7787929675522315
355.0,0.7760622999811978
360.0,0.7733422583536049
365.0,0.7706327922607069
370.0,0.767933851666614
375.0,0.7652453869018118
380.0,0.7625673486569269
385.0,0.7598996879767268
390.0,0.7572423562543408
395.0,0.7545953052256896
400.0,0.7519584869641138
405.0,0.7493318538751883
410.0,0.7467153586917159
415.0,0.7441089544688892
420.0,0.741512594579611
425.0,0.7389262327099686
430.0,0.7363498228548504
435.0,0.7337833193137021
440.0,0.731226676686411
445.0,0.7286798498693156
450.0,0.7261427940513346
455.0,0.7236154647102069
460.0,0.7210978176088398
465.0,0.7185898087917617
470.0,0.7160913945816691
475.0,0.7136025315760705
480.0,0.711123176644019
485.0,0.7086532869229295
490.0,0.7061928198154784
495.0,0.7037417329865826
500.0,0.7012999843604523
505.0,0.6988675321177158
510.0,0.6964443346926149
515.0,0.6940303507702651
520.0,0.69162553928398
525.0,0.6892298594126556
530.0,0.6868432705782161
535.0,0.6844657324431127
540.0,0.6820972049078791
545.0,0.6797376481087382
550.0,0.6773870224152593
555.0,0.675045288428064
560.0,0.6727124069765789
565.0,0.6703883391168315
570.0,0.6680730461292931
575.0,0.6657664895167594
