sequence_id,slice_index_0_based,slice_index_1_based,phase_png,pore_px,solid_px,total_px,porosity_2d_fraction,decay_csv,decay_png,mesh_png,pygimli_mesh_bms,mesh_quality_csv,mesh_quality_histogram_png,spectrum_csv,metrics_csv,fit_csv,figure_png,best_regularization,best_index,mesh_mesh_nodes,mesh_mesh_triangles,mesh_plc_outer_contours,mesh_plc_hole_contours,mesh_unused_pygimli_nodes_dropped,mesh_triangle_max_area_um2,mesh_solid_liquid_boundary_length_um,mesh_gas_liquid_boundary_length_um,mesh_mesh_bulk_size_um,mesh_mesh_boundary_size_um,mesh_pygimli_bms_written,mesh_mesh_vertices,mesh_boundary_edges,mesh_min_element_quality,mesh_mean_element_quality,mesh_median_element_quality,mesh_p05_element_quality,mesh_p95_element_quality,mesh_min_element_area_um2,mesh_mean_element_area_um2,mesh_max_element_area_um2,mesh_element_area_ratio_min_over_max,mesh_mesh_area_um2,mesh_max_aspect_edge_ratio,mesh_mean_aspect_edge_ratio,mesh_triangular_factorization_jitter
1,6,7,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\phase_png\niu2020_berea_mesh96_group002_slice_0006.png,33760,88740,122500,0.2755918367346939,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_nmr_decay.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_nmr_decay.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_triangular_mesh.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_triangular_mesh.bms,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_mesh_quality.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_mesh_quality_histogram.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_t2_inversion.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_lcurve_metrics.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_lcurve_fit.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_mesh96_alpha0p1\group_runs\group_002_slice_0006\niu2020_berea_mesh96_group002_slice_0006_t2_inversion.png,0.1,0,3664,4716,61,21,831,110.85125168440814,21320.460119069892,64.00000000000003,16.0,8.0,True,3664,2528,0.1387574753262079,0.9390980582820722,0.9586811620488791,0.8248287394617345,0.9970392338729315,0.1481473840636417,40.88357400828703,110.87543984054176,0.0013361605083750153,192806.9350230816,7.7481808595652355,1.3147455576498348,0.0
