fit_time_ms,fit_amplitude,residual
5.0,0.9749451731808656,-0.0009277481657816722
10.0,0.9713322166023669,-0.0009608652813408725
17.5,0.9659394774215622,-0.0010043014372276282
27.5,0.9587986783336494,-0.0010576464926027596
40.0,0.9499516012042079,-0.00111032086596341
60.0,0.9359765255623054,-0.001167797442203966
90.0,0.9154226907664964,-0.001212018034090101
137.5,0.883855507373115,-0.001168720197393447
212.5,0.8363485962969703,-0.000949863339679613
330.0,0.7673038859806642,-0.00031379779681672826
510.0,0.6730416261146411,0.0008482308942785455
787.5,0.5510716781817186,0.0027535737703713314
1220.0,0.40554754068237914,-0.0016760525933570136
