fit_time_ms,fit_amplitude,residual
5.0,0.9606677210834387,-0.0005825964125836247
10.0,0.9551093769990086,-0.000527528237530217
17.5,0.9468656136280765,-0.0004423267040810641
27.5,0.9360453453312896,-0.00034385748625931356
40.0,0.9227880322420934,-0.00022433254968745597
60.0,0.9021723107570353,-5.2018373958961917e-05
90.0,0.8725491397252576,0.00012838269508674838
137.5,0.8285752046988909,0.00032143588338651163
212.5,0.7655646986580393,0.00030272985695012355
330.0,0.6798778677064788,1.1225084543431407e-05
510.0,0.5720445934209984,-0.0005169943010190359
787.5,0.4442829933250673,0.00033326442439080006
1220.0,0.304312957379916,-7.272047355588729e-05
