fit_time_ms,fit_amplitude,residual
5.0,0.9757498489802685,-0.0010631468602733118
10.0,0.972015753882296,-0.0008594351479473961
17.5,0.9664870905893289,-0.0005848791119021923
27.5,0.9592436887061931,-0.00027954820107611855
40.0,0.9503813523298861,2.4623048981320395e-05
60.0,0.9366045080581773,0.00035931093678187587
90.0,0.9167532591728089,0.0005826884778594721
137.5,0.8869779714116388,0.0005387191902958
212.5,0.8431933933202412,6.399404673618214e-06
330.0,0.7805587538033626,-0.0007594730487046064
510.0,0.6952996637789255,-0.0008358791604045068
787.5,0.5837958154622115,0.0014769985553459986
1220.0,0.44755850921299034,-0.0005132138364553063
