fit_time_ms,fit_amplitude,residual
5.0,0.9757540860859875,-0.0009599027324599385
10.0,0.9720361412888441,-0.0007597096631798417
17.5,0.9665326102295164,-0.0004926852031384987
27.5,0.9593235699503228,-0.00020043038179784478
40.0,0.9505040573410917,8.385323284687551e-05
60.0,0.9367917193034986,0.0003828366787198556
90.0,0.917019842520697,0.0005537531339018242
137.5,0.8873137628251169,0.0004471816291865549
212.5,0.8434987701135317,-0.00011531823800536856
330.0,0.7805792762838266,-0.0008187581875461758
510.0,0.6946706614900684,-0.000759681170979909
787.5,0.5821996804403697,0.0015870682728729157
1220.0,0.4448909118075216,-0.0005791103887160531
