time_ms,average_normalized_signal,slice_0014_normalized_signal,slice_0021_normalized_signal,slice_0121_normalized_signal,slice_0193_normalized_signal,slice_0428_normalized_signal,slice_0574_normalized_signal,slice_0582_normalized_signal,slice_0616_normalized_signal,slice_0640_normalized_signal,slice_0691_normalized_signal
710.0,0.6237075679573566,0.6020922215320132,0.6040193393310624,0.5592636873646869,0.6453380512186211,0.6816804032920982,0.6165468533058908,0.6225879513930976,0.6319352680746245,0.6451634262427495,0.6284484778187224
715.0,0.6217859837657338,0.6000624714668552,0.6020021023137356,0.5571861626976775,0.643523292307783,0.6799317156462154,0.6145745867056774,0.6206491356460947,0.6300520655915911,0.6433226046108665,0.6265557006708415
720.0,0.6198718262158155,0.5980407031368181,0.599992815754011,0.5551184183895508,0.6417153864689892,0.6781882843644388,0.6126099229521399,0.618717741662947,0.6281760840498096,0.6414885657111242,0.6246703396683263
725.0,0.6179650563151475,0.5960268760363782,0.5979914388892277,0.5530603930212509,0.639914296007171,0.676450086739545,0.6106528244340023,0.6167937317638127,0.62630728530117,0.6396612752255083,0.6227923557334096
730.0,0.6160656353671141,0.5940209499543168,0.595997931255649,0.551012025705602,0.6381199835276942,0.6747171002341986,0.6087032538011029,0.6148770685440579,0.6244456314872848,0.6378406990893489,0.6209217100718857
735.0,0.614173524967563,0.592022884970455,0.5940122526851256,0.5489732560807913,0.6363324119329324,0.6729893024788375,0.6067611739615815,0.6129677148711808,0.6225910850362317,0.6360268034884051,0.6190583641700885
740.0,0.6122886870014909,0.5900326414524434,0.5920343633018195,0.5469440243039717,0.6345515444188979,0.6712666712695922,0.6048265480791154,0.6110656338817847,0.6207436086593544,0.6342195548560047,0.6172022797919247
745.0,0.610411083639786,0.5880501800526088,0.5900642235189807,0.5449242710449742,0.6327773444719301,0.669549184566249,0.6028993395702064,0.6091707889786052,0.6189031653481177,0.6324189198702341,0.6153534189759536
750.0,0.6085406773360285,0.5860754617048554,0.5881017940357848,0.5429139374801317,0.6310097758654396,0.6678368204902504,0.6009795121015118,0.6072831438275929,0.6170697183710159,0.6306248654511822,0.6135117440325204
755.0,0.6066774308233441,0.5841084476216183,0.5861470358342173,0.5409129652862104,0.6292488026567051,0.6661295573227299,0.5990670295872239,0.6054026623550399,0.6152432312705335,0.6288373587582294,0.611677217540933
760.0,0.6048213071113127,0.5821490992908672,0.5841999101760157,0.5389212966344445,0.6274943891837245,0.6644273735025872,0.5971618561864914,0.6035293087447622,0.613423667860157,0.6270563671873879,0.6098498023466891
765.0,0.6029722694829289,0.5801973784731641,0.5822603785996593,0.5369388741846758,0.6257465000621153,0.6627302476245943,0.5952639563008885,0.6016630474353235,0.6116109922214348,0.6252818583686874,0.6080294615587457
770.0,0.601130281491613,0.5782532471987653,0.5803284029174095,0.5349656410795878,0.6240051001820671,0.6610381584375407,0.5933732945719199,0.5998038431173106,0.6098051687010871,0.6235138001636061,0.6062161585468351
775.0,0.5992953069582724,0.5763166677647739,0.5784039452123996,0.5330015409390437,0.6222701547053411,0.6593510848424061,0.5914898358785755,0.5979516607306515,0.6080061619081628,0.6217521606625477,0.6044098569388219
780.0,0.5974673099684107,0.5743876027323374,0.5764869678357706,0.5310465178545134,0.6205416290623184,0.6576690058905702,0.5896135453349154,0.5961064654619789,0.6062139367112394,0.6199969081823583,0.6026105206181043
785.0,0.5956462548692839,0.572466014923892,0.5745774334038525,0.5291005163835946,0.6188194889490942,0.6559919007820537,0.5877443882877047,0.5942682227420331,0.604428458235671,0.61824801126389,0.6008181137210532
790.0,0.593832106267104,0.5705518674204497,0.5726753047953935,0.527163481544626,0.6171037003246185,0.6543197488637859,0.5858823303140765,0.5924368982431155,0.6026496918608785,0.6165054386696008,0.599032600634494
795.0,0.5920248290242849,0.5686451235589274,0.5707805451488298,0.5252353588113864,0.615394229407879,0.6526525296279089,0.5840273372192392,0.5906124578765721,0.6008776032176825,0.6147691593811979,0.597253945993226
800.0,0.5902243882567355,0.5667457469295213,0.5688931178596007,0.5233160941078817,0.6136910426751295,0.6509902227101041,0.5821793750342167,0.588794867790326,0.5991121581856769,0.6130391425973182,0.5954821146775792
805.0,0.588430749331192,0.5648537013731199,0.5670129865775039,0.5214056338032141,0.6119941068571599,0.6493328078879537,0.5803384100136249,0.5869840943664417,0.597353322890645,0.6113153577312483,0.5937170718110089
810.0,0.5866438778625956,0.5629689509787569,0.5651401152040932,0.5195039247065351,0.6103033889366068,0.6476802650793253,0.5785044086334828,0.5851801042187366,0.5956010637020134,0.6095977744086793,0.5919587827577268
815.0,0.584863739711508,0.561091460081105,0.5632744678901166,0.5176109140620784,0.6086188561453056,0.6460325743407859,0.5766773375890575,0.5833828641904172,0.5938553472303465,0.6078863624655011,0.590207213120366
820.0,0.5830903009815682,0.5592211932580057,0.56141600903299,0.5157265495442707,0.6069404759616818,0.6443897158660421,0.5748571637927411,0.5815923413517647,0.5921161403248758,0.6061810919456284,0.5884623287376813
825.0,0.5813235280169884,0.5573581153280385,0.5595647032743143,0.5138507792529199,0.6052682161081803,0.6427516699844058,0.573043854371961,0.5798085029978466,0.5903834100710701,0.6044819330988637,0.586724095682283
830.0,0.5795633874000868,0.5555021913481246,0.5577205154974259,0.5119835517084778,0.6036020445487337,0.6411184171592847,0.5712373766671205,0.5780313166462663,0.5886571237882385,0.6027888563787936,0.5849924802584037
835.0,0.5778098459488601,0.5536533866111679,0.5558834108249849,0.5101248158473771,0.6019419294862673,0.6394899379866994,0.5694376982295721,0.5762607500349479,0.5869372490271708,0.6011018324407175,0.5832674489996966
840.0,0.5760628707145883,0.5518116666437293,0.5540533546166007,0.508274521017439,0.6002878393602389,0.637866213193822,0.5676447868196169,0.5744967711199508,0.5852237535678115,0.599420832139608,0.5815489686670656
845.0,0.5743224289794789,0.5499769972037368,0.5522303124664895,0.5064326169733517,0.5986397428442162,0.6362472236375407,0.5658586104045373,0.5727393480733196,0.5835166054169677,0.5977458265281036,0.5798370062465263
850.0,0.5725884882543447,0.5481493442782271,0.5504142502011685,0.5045990538722172,0.5969976088434875,0.6346329503030447,0.5640791371566566,0.570988449280966,0.5818157728060509,0.5960767868545319,0.5781315289470966
855.0,0.5708610162763139,0.5463286740811214,0.5486051338771826,0.5027737822691669,0.5953614064927067,0.6330233743024335,0.562306335451425,0.5692440433405757,0.5801212241888494,0.5944136845609622,0.5764325041987158
860.0,0.5691399810065766,0.5445149530510313,0.5468029297788644,0.5009567531130399,0.5937311051535715,0.631418476873349,0.5605401738655373,0.5675060990595553,0.5784329282393343,0.5927564912812882,0.5747398996501948
865.0,0.5674253506281609,0.5427081478490977,0.5450076044161247,0.4991479177421294,0.5921066744125346,0.6298182393776252,0.5587806211750719,0.5657745854529993,0.5767508538494963,0.5911051788393382,0.5730536831671917
870.0,0.5657170935437428,0.5409082253568593,0.543219124522277,0.4973472278799882,0.5904880840785459,0.6282226432999636,0.5570276463536601,0.5640494717416928,0.5750749701272101,0.5894597192470148,0.5713738228302162
875.0,0.564015178373487,0.5391151526741513,0.5414374570518911,0.495554635631301,0.5888753041808275,0.6266316702466255,0.5552812185706797,0.5623307273501379,0.5734052463941336,0.5878200847024607,0.5697002869326614
880.0,0.5623195739529172,0.5373288971170322,0.5396625691786756,0.4937700934778121,0.5872683049666777,0.6250453019441462,0.5535413071894726,0.5606183219046124,0.5717416521836303,0.5861862475882522,0.5680330439788602
885.0,0.5606302493308181,0.5355494262157416,0.5378944282933936,0.4919935542743164,0.585667056899306,0.6234635202380685,0.5518078817655895,0.5589122252312506,0.5700841572387259,0.584558180469618,0.5663720626821697
890.0,0.5589471737671646,0.533776707712683,0.536133002001804,0.4902249712447055,0.5840715306556973,0.6218863070916949,0.5500809120450539,0.5572124073541556,0.5684327315100884,0.5829358560926847,0.5647173119630784
895.0,0.5572703167310825,0.5320107095604387,0.5343782581226317,0.4884642979780728,0.5824816971245053,0.6203136445848589,0.5483603679626581,0.5555188384935336,0.5667873451540391,0.5813192473827465,0.5630687609473406
900.0,0.5555996478988343,0.530251399919805,0.5326301646855676,0.4867114884248738,0.5808975274039735,0.6187455149127157,0.5466462196402706,0.5538314890638569,0.5651479685305866,0.5797083274425604,0.5614263789641335
905.0,0.5539351371518351,0.5284987471578608,0.530888689929293,0.4849664968931404,0.5793189927998851,0.6171819003845487,0.5449384373851777,0.5521503296720497,0.5635145722014919,0.5781030695506644,0.5597901355442382
910.0,0.5522767545746934,0.5267527198460573,0.5291538022995329,0.4832292780447503,0.5777460648235389,0.6156227834225959,0.5432369916884381,0.5504753311157002,0.5618871269283545,0.5765034471597204,0.5581600004182447
915.0,0.5506244704532806,0.525013286758335,0.5274254704471338,0.4814997868917474,0.5761787151897528,0.6140681465608926,0.5415418532232649,0.5488064643812941,0.5602656036707276,0.5749094338948794,0.556535943514779
920.0,0.5489782552728253,0.5232804168692659,0.5257036632261695,0.4797779787927146,0.5746169158148935,0.6125179724441296,0.5398529928434269,0.5471437006424751,0.558649973584256,0.5733210035521691,0.5549179349587535
925.0,0.5473380797160328,0.5215540793522179,0.5239883496920688,0.4780638094491975,0.5730606388149315,0.6109722438265316,0.5381703815816702,0.5454870112583268,0.5570402080188396,0.5717381300969052,0.5533059450696381
930.0,0.5457039146612297,0.519834243577547,0.5222794990997703,0.4763572349021768,0.5715098565035217,0.6094309435707482,0.5364939906481606,0.5438363677716759,0.555436278516819,0.5701607876621227,0.5516999443597542
935.0,0.5440757311805345,0.518120879110809,0.5205770809019018,0.4746582115285906,0.5699645413901091,0.6078940546467625,0.5348237914289459,0.5421917419074205,0.5538381568111876,0.5685889505470292,0.5500999035325891
940.0,0.5424535005380503,0.5164139557109964,0.5188810647469804,0.4729666960379032,0.5684246661780581,0.6063615601308152,0.5331597554844397,0.5405531055708774,0.5522458148238235,0.5670225932154785,0.5485057934811309
945.0,0.5408371941880824,0.5147134433287981,0.5171914204776398,0.4712826454687208,0.5668902037628067,0.6048334432043443,0.5315018545479211,0.5389204308461539,0.5506592246637463,0.5654616902944668,0.546917585286225
950.0,0.539226783773378,0.5130193121048806,0.515508118128878,0.4696060171854562,0.5653611272300438,0.6033096871529391,0.5298500605240555,0.5372936899945371,0.5490783586253951,0.5639062165726454,0.5453352502149493
955.0,0.5376222411233906,0.5113315323681905,0.513831127926328,0.467936768875033,0.563837409853909,0.6017902753653088,0.5282043454874348,0.5356728554529065,0.5475031891869282,0.5623561469988567,0.5437587597190096
960.0,0.5360235382525638,0.5096500746342799,0.5121604202845512,0.4662748585436395,0.5623190250952157,0.6002751913322668,0.5265646816811316,0.534057899832166,0.5459336890085452,0.5608114566806863,0.5421880854331543
965.0,0.5344306473586399,0.5079749096036517,0.510495965805351,0.4646202445135238,0.5608059465996976,0.5987644186457269,0.5249310415152781,0.532448795915695,0.544369830930829,0.5592721208830369,0.5406231991736085
970.0,0.5328435408209886,0.5063060081601255,0.5088377352761103,0.4629728854198309,0.5592981481962745,0.597257940997717,0.5233033975656552,0.5308455166578198,0.5428115879731085,0.5577381150267191,0.5390640729365253
975.0,0.5312621911989572,0.5046433413692253,0.5071856996681473,0.4613327402074844,0.5577956038953419,0.5957557421794021,0.5216817225723045,0.5292480351823053,0.5412589333318435,0.5562094146870599,0.5375106788964573
980.0,0.5296865712302404,0.5029868804765836,0.5055398301350922,0.4596997681281065,0.556298287887081,0.5942578060801231,0.5200659894381532,0.5276563247808626,0.5397118403790265,0.5546859955925312,0.5359629894048445
985.0,0.5281166538292734,0.5013365969063706,0.5039000980112862,0.4580739287369803,0.5548061745397891,0.5927641166864498,0.5184561712276593,0.5260703589116767,0.538170282660607,0.5531678336233942,0.5344209769885211
990.0,0.5265524120856419,0.4996924622597369,0.5022664748101979,0.4564551818900516,0.5533192383982318,0.5912746580812444,0.5168522411654695,0.5244901111979554,0.5366342338949325,0.5516549048103605,0.5328846143482379
995.0,0.5249938192625134,0.4980544483132789,0.5006389322228603,0.4548434877409695,0.5518374541820132,0.5897894144427379,0.5152541726350961,0.5229155554264882,0.5351036679712114,0.550147185333273,0.5313538743572045
1000.0,0.523440848795088,0.4964225270175214,0.4990174421163265,0.4532388067381655,0.5503607967839684,0.5883083700436214,0.5136619391776074,0.5213466655462322,0.5335785589479914,0.5486446515197999,0.5298287300596454
1005.0,0.5218934742890676,0.4947966704954182,0.4974019765321449,0.4516410996219712,0.5488892412685727,0.5868315092501456,0.5120755144903355,0.5197834156669076,0.5320588810516585,0.5471472798441476,0.5283091546693747
1010.0,0.5203516695191442,0.4931768510408714,0.4957925076848524,0.4500503274217711,0.5474227628703733,0.5853588165212371,0.510494872425597,0.5182257800576144,0.5305446086749532,0.5456550469257878,0.5267951215683858
1015.0,0.5188154084275067,0.4915630411172688,0.4941890079604855,0.4484664514531945,0.5459613369924365,0.5838902764076217,0.5089199869894322,0.5166737331454647,0.5290357163755041,0.5441679295282021,0.5252866043054579
1020.0,0.5172846651223649,0.4899552133560365,0.4925914499151096,0.4468894333153411,0.5445049392048155,0.5824258735509619,0.5073508323403553,0.5151272495142306,0.5275321788743795,0.5426859045576408,0.5237835765947778
1025.0,0.5157594138764923,0.4883533405552109,0.4909998062733663,0.445319234888043,0.5430535452430361,0.5809655926830063,0.5057873827881202,0.5135863039030093,0.5260339710546563,0.5412089490618971,0.5222860123145769
1030.0,0.5142396291257862,0.4867573956780267,0.4894140499270374,0.4437558183291614,0.5416071310065995,0.5795094186247477,0.5042296127925024,0.5120508712049023,0.524541067960005,0.5397370402290973,0.520793885505784
1035.0,0.5127252854678457,0.4851673518515207,0.487834153933626,0.4421991460719164,0.5401656725575041,0.5780573362855946,0.5026774969620933,0.5105209264657146,0.5230534447932915,0.5382701553865034,0.5193071703706924
1040.0,0.5112163576605634,0.4835831823651532,0.4862600915149543,0.4406491808222516,0.5387291461187838,0.5766093306625522,0.501131010053106,0.5089964448826614,0.5215710769151958,0.5368082719993327,0.517825841271643
1045.0,0.5097128206207386,0.4820048606694442,0.4846918360557778,0.4391058855562317,0.537297528073063,0.5751653868394131,0.4995901269682004,0.507477401803099,0.5200939398428467,0.5353513676695902,0.51634987272972
1050.0,0.5082146494227034,0.4804323603746264,0.4831293611024173,0.4375692235174705,0.5358707949611302,0.5737254899859615,0.4980548227553164,0.5059637727232633,0.5186220092484715,0.5338994201349153,0.5148792394234623
1055.0,0.5067218192969658,0.4788656552493123,0.4815726403614024,0.436039158214593,0.5344489234805261,0.5722896253571841,0.496525072606521,0.5044555332870267,0.5171552609580622,0.5324524072674414,0.5134139161875885
