element_id,node_0,node_1,node_2,area_um2,edge_min_um,edge_max_um,edge_mean_um,quality_equilateral_normalized,aspect_edge_ratio
0,2669,2670,7969,8.321273883433289,3.72570558462553,4.999999999999982,4.47707760483967,0.9447519906567673,1.342027674068758
1,15,16,7780,13.941999880948847,5.00000000000001,6.5253872445927055,5.776811052848845,0.9537296261952424,1.3050774489185386
2,2673,7845,2672,11.675964063835375,4.999999999999999,5.332424199844515,5.198533443393774,0.9970134149226348,1.066484839968903
3,5981,472,7344,17.647184280081536,5.687091485969549,6.904379547325863,6.448022613107148,0.9733482721212415,1.2140440441936706
4,917,7416,6741,19.4027418573369,6.357222578187275,6.885613813248548,6.7071914102162715,0.9946956039804306,1.083116680053688
5,7001,2663,7607,14.18248219905638,5.158578250498278,6.7483876946682075,5.848344762034412,0.9453493355924277,1.3081875212450964
6,1532,1533,7838,9.909447440826558,4.5513418645268,4.99999999999996,4.794403276395255,0.9941067877426818,1.0985771117239083
7,7609,7002,2668,19.829730540972214,6.507893771510757,7.066563240816347,6.778814477597428,0.9954420782641163,1.0858448968161167
8,9409,9411,8467,33.876762615984745,8.253359400767977,9.252883276539146,8.877083682591305,0.9903186663176018,1.121105095178354
9,8036,6127,7164,19.96668999724238,5.79112041216046,9.135272665081475,7.274979914606283,0.8405218991241279,1.577462047913701
10,7750,8044,7227,28.188146061409903,6.783793250763371,9.73091240691998,8.333854985879045,0.9180017593996319,1.434435285277153
11,3093,7529,6898,12.569975789428252,4.756334440192885,6.6264264027968345,5.574221859765497,0.9162572789324716,1.3931792404673948
12,7608,2666,7968,15.22522402309746,5.378529778158739,7.148791153613269,6.092939011368283,0.9325451130463395,1.3291348097844973
13,7967,2664,2665,10.749745335006684,4.731886173966529,5.257206563137223,4.996364245701263,0.9926355476580407,1.111017122952123
14,8342,7250,5718,25.42030264076306,6.850991452992665,8.22766620841025,7.733123794565607,0.975303863054176,1.200945332491434
15,2666,2667,7968,11.752220398277554,4.999999999999982,5.378529778158739,5.216839590440061,0.9963207271638145,1.0757059556317516
16,4828,5818,7003,25.58060064498006,7.06894907403157,8.352546357434948,7.73938450952686,0.9817455390449438,1.181582477106645
17,2636,8070,7801,9.913441934507738,4.352638926100437,5.388223565365453,4.8429031942747045,0.9686953637040854,1.2379210995553
18,2678,7579,2677,17.603314130606503,4.999999999999987,7.634579131279263,6.656020556356364,0.889780525134103,1.5269158262558566
19,2865,5859,7634,18.154014011693658,5.580389948640929,7.960901405586451,6.70766881638871,0.9124974134085458,1.426585145277398
20,5789,7753,1349,17.94871596891926,5.30684722581588,7.297215801834179,6.613342706777416,0.9295900280447278,1.3750566939888302
21,6552,617,7793,14.308793415378503,5.509102126898861,6.192008786143146,5.7729654430235415,0.9888632861438648,1.1239597022371233
22,6951,2681,2682,20.48005197256393,5.000000000000027,8.583163210093335,7.376800703399298,0.8262579682771614,1.716632642018658
23,7944,2679,8124,6.964240819139544,3.802405663337346,4.3178299075190365,4.028264812141496,0.9883244768578596,1.1355521450936683
24,8010,8166,6825,35.04889935047537,7.4584017861095715,10.735611154084495,9.287572501624494,0.9185253031759307,1.439398340550432
25,7945,2677,7579,23.123510505317423,7.093905177798372,7.634579131279263,7.318731463965661,0.9959856902932993,1.0762166874140107
