time_ms,signal,normalized_signal
0.0,103528.35714909878,1.0
5.0,103104.64464237155,0.9959072806871937
10.0,102683.1535241438,0.9918360181864206
15.0,102263.84492526273,0.9877858370531764
20.0,101846.68453866706,0.983756405909061
25.0,101431.6412401518,0.9797474241194869
30.0,101018.68638866588,0.97575861503512
35.0,100607.79338526483,0.97178972173172
40.0,100198.93735920452,0.9678405039780615
45.0,99792.09492858053,0.9639107359239035
50.0,99387.24401015123,0.9600002042630347
55.0,98984.36366420746,0.9561087067348399
60.0,98583.43396571516,0.9522360508796438
65.0,98184.43589583931,0.9483820529909183
70.0,97787.35124966275,0.9445465372239222
75.0,97392.16255700147,0.9407293348308413
80.0,96998.85301395498,0.9369302834996195
85.0,96607.4064233531,0.9331492267787238
90.0,96217.80714264185,0.9293860135737644
95.0,95830.04003804097,0.9256404977046926
100.0,95444.09044402534,0.9219125375144251
105.0,95059.94412735413,0.9182019955213945
110.0,94677.58725500942,0.9145087381098619
115.0,94297.00636551107,0.9108326352528422
120.0,93918.18834316345,0.9071735602633487
125.0,93541.1203948601,0.9035313895703442
130.0,93165.79002912817,0.8999060025163278
135.0,92792.18503714392,0.8962972811739598
140.0,92420.29347548752,0.8927051101794871
145.0,92050.10365043921,0.889129376581057
150.0,91681.60410364572,0.8855699697002659
155.0,91314.78359900744,0.8820267810055009
160.0,90949.63111065829,0.8784997039958342
165.0,90586.13581192504,0.8749886340943795
170.0,90224.2870651666,0.871493468550148
175.0,89864.07441240628,0.8680141063475626
180.0,89505.4875666812,0.864550448122902
185.0,89148.51640403946,0.8611023960869981
190.0,88793.15095612568,0.8576698539536193
195.0,88439.38140330093,0.854252726873014
200.0,88087.1980682491,0.8508509213701543
205.0,87736.59141002684,0.8474643452872621
210.0,87387.55201851936,0.8440929077302572
215.0,87040.07060926621,0.8407365190187789
220.0,86694.13801862799,0.8373950906394989
225.0,86349.74519926397,0.8340685352024408
230.0,86006.88321589724,0.8307567664000735
235.0,85665.54324134302,0.8274596989689481
240.0,85325.7165527805,0.824177248653687
245.0,84987.39452824877,0.8209093321731378
250.0,84650.56864335002,0.8176558671885281
255.0,84315.23046814455,0.8144167722734749
260.0,83981.371664223,0.8111919668857033
265.0,83648.98398194317,0.8079813713403577
270.0,83318.05925781967,0.8047849067847876
275.0,82988.58941205489,0.8016024951746983
280.0,82660.5664462025,0.7984340592515822
285.0,82333.98244095317,0.7952795225213316
290.0,82008.82955403467,0.7921388092339545
295.0,81685.10001821887,0.7890118443643239
300.0,81362.78613942803,0.7858985535938865
305.0,81041.88029493425,0.7827988632932704
310.0,80722.37493164565,0.7797127005057314
315.0,80404.2625644741,0.7766399929313862
320.0,80087.53577477904,0.7735806689121812
325.0,79772.1872088827,0.770534657417551
330.0,79458.20957665268,0.7675018880307265
335.0,79145.59565014686,0.7644822909356466
340.0,78834.33826231785,0.7614757969044437
345.0,78524.43030577298,0.7584823372854665
350.0,78215.86473158638,0.7555018439918058
355.0,77908.63454816052,0.7525342494902975
360.0,77602.73282013401,0.7495794867909729
365.0,77298.15266733339,0.7466374894369341
370.0,76994.88726376569,0.7437081914946231
375.0,76692.92983665076,0.7407915275444741
380.0,76392.2736654898,0.737887432671917
385.0,76092.91208116892,0.7349958424587182
390.0,75794.8384650958,0.7321166929746417
395.0,75498.04624836729,0.7292499207694083
400.0,75202.52891096692,0.7263954628649448
405.0,74908.27998099,0.7235532567478985
410.0,74615.2930338957,0.7207232403624133
415.0,74323.56169178405,0.7179053521031464
420.0,74033.07962269714,0.7150995308085173
425.0,73743.84053994279,0.7123057157541761
430.0,73455.83820144019,0.709523846646683
435.0,73169.06640908595,0.7067538636173837
440.0,72883.51900813956,0.7039957072164745
445.0,72599.189886628,0.7012493184072512
450.0,72316.07297476768,0.698514638560525
455.0,72034.1622444034,0.6957916094492036
460.0,71753.45170846388,0.6930801732430321
465.0,71473.93542043227,0.6903802725034786
470.0,71195.6074738315,0.6876918501787629
475.0,70918.46200172392,0.6850148495990238
480.0,70642.4931762243,0.6823492144716145
485.0,70367.69520802575,0.6796948888765236
490.0,70094.06234593777,0.6770518172619138
495.0,69821.58887643632,0.6744199444397744
500.0,69550.26912322543,0.6717992155816883
505.0,69280.09744680896,0.6691895762146945
510.0,69011.06824407355,0.6665909722172607
515.0,68743.17594788103,0.6640033498153451
520.0,68476.41502667067,0.6614266555785557
525.0,68210.77998407031,0.6588608364163933
530.0,67946.26535851692,0.6563058395745864
535.0,67682.86572288504,0.6537616126315032
540.0,67420.57568412369,0.6512281034946432
545.0,67159.38988290126,0.6487052603972079
550.0,66899.30299325778,0.6461930318947415
555.0,66640.30972226447,0.6436913668618433
560.0,66382.40480969049,0.6412002144889474
565.0,66125.5830276764,0.6387195242791702
570.0,65869.83918041407,0.6362492460452172
575.0,65615.16810383303,0.6337893299063542
580.0,65361.5646652929,0.6313397262854361
585.0,65109.02376328158,0.6289003859059918
590.0,64857.54032711927,0.6264712597893655
595.0,64607.10931666789,0.6240522992519089
600.0,64357.72572204603,0.6216434559022292
605.0,64109.38456334853,0.61924468163848
610.0,63862.08089037179,0.6168559286457074
615.0,63615.80978234318,0.6144771493932372
620.0,63370.566347655564,0.6121082966321099
625.0,63126.345723606275,0.6097493233925599
630.0,62883.143076140266,0.6074001829815346
635.0,62640.95359959789,0.6050608289802576
640.0,62399.77251646638,0.6027312152418287
645.0,62159.59507713568,0.6004112958888653
650.0,61920.41655965805,0.5981010253111804
655.0,61682.2322695113,0.5958003581634952
660.0,61445.03753936613,0.5935092493631926
665.0,61208.82772885637,0.5912276540880973
670.0,60973.59822435334,0.5889555277742966
675.0,60739.34443874334,0.5866928261139908
680.0,60506.061811208216,0.5844395050533739
685.0,60273.74580700945,0.5821955207905483
690.0,60042.39191727523,0.5799608297734675
695.0,59811.9956587905,0.5777353886979087
700.0,59582.552573790155,0.5755191545054748
705.0,59354.05822975482,0.573312084381622
710.0,59126.50821920972,0.5711141357537172
715.0,58899.89815952624,0.5689252662891209
720.0,58674.22369272592,0.5667454338932942
725.0,58449.48048528742,0.5645745967079342
730.0,58225.664227955785,0.5624127131091314
735.0,58002.77063555431,0.5602597417055529
740.0,57780.79544679875,0.5581156413366474
745.0,57559.73442411399,0.5559803710708747
750.0,57339.58335345298,0.5538538902039568
755.0,57120.33804411804,0.5517361582571513
760.0,56901.99432858422,0.5496271349755457
765.0,56684.54806232492,0.5475267803263733
770.0,56467.995123639696,0.5454350544973489
775.0,56252.33141348411,0.5433519178950266
780.0,56037.55285530145,0.5412773311431733
785.0,55823.65539485673,0.5392112550811657
790.0,55610.63500007242,0.5371536507624038
795.0,55398.487660866194,0.5351044794527433
800.0,55187.20938899052,0.5330637026289461
805.0,54976.796217874034,0.5310312819771487
810.0,54767.24420246492,0.5290071793913488
815.0,54558.549419075716,0.5269913569719062
820.0,54350.707965230176,0.5249837770240644
825.0,54143.71595951164,0.5229844020564849
830.0,53937.56954141318,0.5209931947798006
835.0,53732.26487118923,0.519010118105182
840.0,53527.798129708994,0.5170351351429221
845.0,53324.16551831143,0.5150682092010345
850.0,53121.36325866149,0.5131093037838659
855.0,52919.38759260833,0.5111583825907257
860.0,52718.23478204464,0.5092154095145279
865.0,52517.90110876763,0.5072803486404479
870.0,52318.38287434142,0.5053531642445932
875.0,52119.67639996083,0.5034338207926883
880.0,51921.77802631653,0.5015222829387718
885.0,51724.684113461684,0.49961851552390785
890.0,51528.39104067976,0.4977224835749102
895.0,51332.89520635386,0.49583415230307953
900.0,51138.19302783718,0.49395348710295206
905.0,50944.28094132483,0.4920804535510617
910.0,50751.15540172698,0.49021501740471474
915.0,50558.812882543134,0.48835714460077523
920.0,50367.24987573761,0.48650680125446244
925.0,50176.4628916164,0.48466395365816145
930.0,49986.448458705025,0.482828568280243
935.0,49797.2031236276,0.48100061176389575
940.0,49608.72345098722,0.47918005092597055
945.0,49421.00602324714,0.47736685275583307
950.0,49234.04744061338,0.4755609844142298
955.0,49047.84432091833,0.4737624132321634
960.0,48862.39329950533,0.4719711067097782
965.0,48677.69102911443,0.47018703251525684
970.0,48493.73417976922,0.4684101584837267
975.0,48310.519438664596,0.4666404526161762
980.0,48128.043510055606,0.4648778830783809
985.0,47946.30311514736,0.4631224181998404
990.0,47765.29499198573,0.4613740264727221
995.0,47585.01589534938,0.4596326765508189
1000.0,47405.46259664223,0.4578983372485101
1005.0,47226.631883787566,0.4561709775397385
1010.0,47048.520561122394,0.45445056655699045
1015.0,46871.125449293264,0.4527370735902891
1020.0,46694.44338515256,0.45103046808619274
1025.0,46518.47122165622,0.44933071964680704
1030.0,46343.205827761674,0.4476377980287992
1035.0,46168.64408832734,0.44595167314242695
1040.0,45994.782904012514,0.44427231505057163
1045.0,45821.61919117828,0.44259969396778126
1050.0,45649.1498817894,0.4409337802593227
1055.0,45477.37192331666,0.4392745444402384
1060.0,45306.28227864048,0.4376219571744153
1065.0,45135.87792595507,0.43597598927365944
1070.0,44966.15585867345,0.43433661169677784
1075.0,44797.113085333265,0.4327037955486694
1080.0,44628.74662950339,0.4310775120794224
1085.0,44461.053529691366,0.42945773268342063
1090.0,44294.03083925143,0.4278444288984548
1095.0,44127.67562629348,0.4262375724048434
1100.0,43961.984973592764,0.4246371350245603
1105.0,43796.955978500126,0.42304308872036783
1110.0,43632.585752853265,0.42145540559495964
1115.0,43468.871422888464,0.41987405789010784
1120.0,43305.81012915314,0.4182990179858188
1125.0,43143.39902641919,0.41673025839949546
1130.0,42981.63528359677,0.41516775178510523
1135.0,42820.516083649054,0.4136114709323561
1140.0,42660.038623507484,0.4120613887658782
1145.0,42500.20011398778,0.4105174783444127
1150.0,42340.997779706464,0.408979712860005
1155.0,42182.428858998406,0.4074480656372089
1160.0,42024.490603834514,0.40592251013229125
1165.0,41867.18027974048,0.4044030199324469
1170.0,41710.49516571593,0.4028895687550184
1175.0,41554.432554154366,0.4013821304467218
1180.0,41398.98975076352,0.39988067898287805
1185.0,41244.16407448654,0.39838518846665166
1190.0,41089.95285742367,0.3968956331282937
1195.0,40936.353444754524,0.39541198732439153
1200.0,40783.363194660975,0.3939342255371237
1205.0,40630.97947825065,0.39246232237352124
1210.0,40479.19967948102,0.3909962525647341
1215.0,40328.021195084024,0.38953599096530317
1220.0,40177.44143449125,0.3880815125524379
1225.0,40027.4578197597,0.38663279242529874
1230.0,39878.067785498206,0.3851898058042868
1235.0,39729.268778794234,0.38375252803033666
1240.0,39581.05825914134,0.3823209345642156
1245.0,39433.43369836714,0.38089500098582807
1250.0,39286.39258056187,0.3794747029935253
1255.0,39139.93240200724,0.37806001640341835
