element_id,node_0,node_1,node_2,area_um2,edge_min_um,edge_max_um,edge_mean_um,quality_equilateral_normalized,aspect_edge_ratio
0,5451,5450,3599,66.24780260265612,11.823139251756807,12.996938530395814,12.39706060447177,0.993994584954585,1.0992798320010138
1,5415,6647,6066,85.14806953140175,13.290643179501103,14.829975810397451,14.065130333469995,0.9920199998053933,1.1158207778289124
2,4834,5955,3320,60.88518269054815,10.91157361647289,13.375481334154276,11.998108559391333,0.9696542176064918,1.2258068179975157
3,5395,5399,5397,88.10701983073879,13.390561073699107,14.966325494147455,14.310127376966895,0.991454299000234,1.1176772512948216
4,1979,5517,1978,35.12058973696846,8.000000000000057,14.217185757028266,10.518715474883827,0.6886269458687382,1.7771482196285207
5,3013,3010,3012,48.247186959542915,8.507501223517002,12.854415026269756,10.98920036762973,0.8978280772874766,1.5109507114423593
6,4335,5262,3318,84.81368371602953,12.436251141258325,16.423310592200757,14.296708094713049,0.9458573105858068,1.3205997857115495
7,3673,4032,5371,61.610194683699824,10.164560485816732,14.81631570678538,12.404884518790132,0.9033688852138229,1.4576445019398077
8,3010,3011,3012,24.68321332303254,6.436208060780916,11.605684853102433,8.68063097129445,0.7121967016871633,1.8031867123472538
9,3161,4182,6605,69.13599617439495,12.114047514312363,13.03119762906752,12.653570537697414,0.996234996850938,1.0757096349235524
10,3210,5368,3459,90.38004858443857,12.749058602492356,16.332247864290114,14.666766615011776,0.9605959169520263,1.2810552036443905
11,3170,5516,4309,68.69077240324415,11.677756961107379,13.733410096702027,12.680012054716792,0.9823284117003508,1.1760315052317816
12,2717,2718,6328,34.102703635885966,7.843124097989459,9.594883808002448,8.97457276164652,0.9700904188092476,1.2233497376972582
13,3085,6327,6326,69.93611122101717,11.923630389367803,13.769021153690048,12.778366887032112,0.9856408244274537,1.1547675249953877
14,5467,4835,4132,54.009913092182906,10.639706995778454,12.070110249075418,11.22112332158045,0.9876486028024366,1.1344400981967369
15,5882,5880,5883,68.2727082422621,11.46089229971527,14.544218129242621,12.773531585345117,0.9564251067513283,1.269030172249673
16,5264,5265,3225,92.57900189114898,14.30057983118329,14.94279201685799,14.629021625603626,0.9987150700223113,1.044908122136021
17,4145,6329,3331,58.54305371719759,11.064782310046253,12.552289742617395,11.681405607332053,0.9878927810445827,1.134436213102951
18,5300,6177,6180,55.764991777067856,11.069564821577618,11.727170443308502,11.358378091714949,0.9976427454284991,1.0594066372373583
19,4941,5338,3239,81.29317861456214,12.6442391778845,15.711467875770103,13.904337397189947,0.9625238876352815,1.2425791425434565
20,5911,5912,5299,82.1184761366091,13.16540623193987,15.152002682221594,13.867147272008664,0.9819752051154459,1.150895188137997
21,5322,5329,5335,43.6780978202229,8.191223377991145,14.635152261007553,11.215699800011626,0.7596187128745407,1.7866869923643505
22,5479,5478,3161,41.0939210519864,9.26694980314213,10.473898666293426,9.782920407935505,0.9889407311912811,1.130242300734386
23,5405,5401,5354,67.2218621167652,10.291374273149847,14.547677550692308,12.82324292424699,0.9252677324741245,1.4135796798924258
24,2852,2853,2854,28.49571120781968,7.177593595603878,11.381344603884692,8.852979399829524,0.8056387614305839,1.5856769336808818
25,4132,5469,5467,54.004951239305434,9.937146961633616,13.848449197359104,11.579716292960066,0.9114521885848528,1.3936041452165955
26,2856,3084,2855,48.010990481316945,7.713205064041636,14.135872224066723,11.446518461756945,0.8008839561576001,1.8326846112217428
27,5549,5767,5785,92.81352772538497,13.915886610872384,15.903483224752067,14.718968327578805,0.9860357531300289,1.1428293194288308
28,3599,6198,5452,90.53002048260939,13.32364421880515,17.570812131444058,14.886141634882085,0.9282382697308939,1.318769237821917
29,2855,3084,2854,55.53425314104402,8.0,14.875519176203499,12.33713046675674,0.7931343139853381,1.8594398970254373
30,4794,5477,5479,63.58777889619016,10.977094076929726,14.111115661856315,12.345443901455353,0.9527902441780796,1.285505577611226
31,2854,3084,2852,80.64069116452814,11.381344603884692,15.742353723787335,13.99973916795851,0.9332773823039459,1.3831716964631877
32,3601,5261,5258,106.00849443830919,13.454658194738805,17.507049909341614,15.920781880140334,0.9540941903209711,1.3011887523227772
