z_slices,rows,cols,total_voxels,voxel_size_um,voxel_volume_um3,total_pore_voxels,open_pore_voxels,closed_pore_voxels,total_porosity_fraction,open_porosity_fraction,closed_porosity_fraction,open_fraction_of_pore_voxels,pore_component_count,open_component_count,closed_component_count,open_pore_volume_um3,closed_pore_volume_um3
84,84,84,592704,7.68,452.9848319999999,113239,111457,1782,0.19105489417989419,0.18804833441313032,0.0030065597667638484,0.9842633721597682,683,133,550,50488330.42022399,807218.9706239998
