tetra_count,volume_min_um3,volume_mean_um3,volume_max_um3,edge_min_um,edge_mean_um,edge_max_um,aspect_min,aspect_mean,aspect_max
508027,0.7108343375760763,99.45226747044543,12029.335699526098,1.9844918411770294,9.083272272885688,55.41466519695604,1.0,1.7033126548984758,4.531068452456369
