time_ms,average_normalized_signal
0.0,1.0
5.0,0.9942322985201796
10.0,0.9885328474685572
15.0,0.982896662959249
20.0,0.9773203572948652
25.0,0.971801388310068
30.0,0.9663377108069876
35.0,0.9609275978375734
40.0,0.955569541019891
45.0,0.9502621908224664
50.0,0.945004318572136
55.0,0.9397947910285468
60.0,0.9346325526292796
65.0,0.9295166126380634
70.0,0.9244460355535448
75.0,0.9194199337612036
80.0,0.91443746177425
85.0,0.9094978116289542
90.0,0.9046002091374156
95.0,0.8997439107896904
100.0,0.8949282011562565
105.0,0.8901523906820378
110.0,0.8854158137912004
115.0,0.8807178272418076
120.0,0.8760578086837649
125.0,0.8714351553839861
130.0,0.8668492830905532
135.0,0.8622996250135
140.0,0.8577856309043456
145.0,0.853306766219949
150.0,0.8488625113589371
155.0,0.8444523609610539
160.0,0.8400758232614542
165.0,0.8357324194932823
170.0,0.8314216833329489
175.0,0.8271431603833721
180.0,0.8228964076911762
185.0,0.8186809932943899
190.0,0.8144964957976887
195.0,0.8103425039726023
200.0,0.8062186163804629
205.0,0.8021244410161268
210.0,0.7980595949707455
215.0,0.7940237041120761
220.0,0.7900164027809643
225.0,0.7860373335028119
230.0,0.7820861467129372
235.0,0.7781625004948683
240.0,0.7742660603306976
245.0,0.7703964988627007
250.0,0.766553495665509
255.0,0.7627367370281813
260.0,0.7589459157455797
265.0,0.7551807309184979
270.0,0.7514408877620533
275.0,0.7477260974218662
280.0,0.74403607679761
285.0,0.7403705483735386
290.0,0.7367292400556189
295.0,0.7331118850149385
300.0,0.7295182215370621
305.0,0.7259479928770557
310.0,0.7224009471198904
315.0,0.7188768370459797
320.0,0.7153754200016004
325.0,0.7118964577739794
330.0,0.7084397164708268
335.0,0.70500496640412
340.0,0.7015919819779508
345.0,0.6982005415802526
350.0,0.6948304274782475
355.0,0.6914814257174496
360.0,0.6881533260240765
365.0,0.6848459217107264
370.0,0.6815590095851866
375.0,0.6782923898622456
380.0,0.6750458660783882
385.0,0.671819245009257
390.0,0.6686123365897704
395.0,0.6654249538367956
400.0,0.6622569127742753
405.0,0.6591080323607122
410.0,0.6559781344189249
415.0,0.652867043567983
420.0,0.6497745871572489
425.0,0.6467005952024363
430.0,0.6436449003236194
435.0,0.6406073376851176
440.0,0.6375877449371866
445.0,0.6345859621594518
450.0,0.6316018318060219
455.0,0.6286351986522183
460.0,0.6256859097428703
465.0,0.6227538143421125
470.0,0.6198387638846385
475.0,0.6169406119283563
480.0,0.6140592141083954
485.0,0.6111944280924275
490.0,0.6083461135372433
495.0,0.6055141320465522
500.0,0.6026983471299608
505.0,0.5998986241630888
510.0,0.5971148303487848
515.0,0.5943468346794094
520.0,0.5915945079001437
525.0,0.5888577224732929
530.0,0.5861363525435553
535.0,0.5834302739042189
540.0,0.5807393639642594
545.0,0.5780635017163133
550.0,0.5754025677054885
555.0,0.5727564439989987
560.0,0.5701250141565837
565.0,0.5675081632016984
570.0,0.564905777593444
575.0,0.5623177451992145
580.0,0.5597439552680449
585.0,0.5571842984046294
590.0,0.5546386665439983
595.0,0.5521069529268242
600.0,0.5495890520753474
605.0,0.5470848597698936
610.0,0.544594273025974
615.0,0.5421171900719415
620.0,0.5396535103271946
625.0,0.5372031343809073
630.0,0.5347659639712719
635.0,0.5323419019652377
640.0,0.5299308523387362
645.0,0.5275327201573671
650.0,0.5251474115575502
655.0,0.5227748337281062
660.0,0.5204148948922791
665.0,0.5180675042901651
670.0,0.5157325721615535
675.0,0.5134100097291567
680.0,0.5110997291822253
685.0,0.5088016436605325
690.0,0.5065156672387214
695.0,0.5042417149110028
700.0,0.5019797025761947
705.0,0.4997295470230927
