pore_diameter_left_um,pore_diameter_right_um,pore_diameter_center_um,normalized_volume_weighted_frequency,mapped_t2_left_ms,mapped_t2_right_ms,mapped_t2_center_ms
6.815658,7.039595517729529,6.926721844218765,0.0076577856485071,211.1949081624793,217.63061192201798,214.39047083480557
7.039595517729529,7.2708908007469955,7.154308512416795,0.0,217.63061192201798,224.2466602564873,220.91583858586486
7.2708908007469955,7.509785598226821,7.389372843599764,0.0,224.2466602564873,231.0471370279595,227.62358852438325
7.509785598226821,7.756529602334405,7.632160526340554,0.0,231.0471370279595,238.03615882910333,234.5178213365906
7.756529602334405,8.01138070920367,7.882925321637208,0.006236486849852801,238.03615882910333,245.21787116660943,241.6026685676099
8.01138070920367,8.274605288489385,8.14192932814321,0.004655830307106952,245.21787116660943,252.5964443469069,248.88228865728325
8.274605288489385,8.546478461775948,8.409443256112255,0.007377832854832767,252.5964443469069,260.17606905428715,256.3608626733067
8.546478461775948,8.827284390133704,8.685746710343833,0.0015935774409154251,260.17606905428715,267.9609516119102,264.0425897319606
8.827284390133704,9.117316571123297,8.971128482425387,0.0032646802708483514,267.9609516119102,275.95530891661133,271.9316820971204
9.117316571123297,9.416878145558464,9.265886852576445,0.010530532008211404,275.95530891661133,284.1633630389501,280.0323599487173
9.416878145558464,9.72628221434798,9.570329901410268,0.03921492594468909,284.1633630389501,292.5893354805708,288.3488458123925
9.72628221434798,10.045852165747824,9.88477583193884,0.008346900217551611,292.5893354805708,301.23744108165545,296.8853586427567
10.045852165747824,10.375922013365672,10.209553302157742,0.009445176561966286,301.23744108165545,310.11188157207823,305.64610755343745
10.375922013365672,10.716836745270987,10.545001768558569,0.009970626420862728,310.11188157207823,319.21683876079976,314.6352851879733
10.716836745270987,11.068952684575537,10.891471840927885,0.03150976366956011,319.21683876079976,328.55646735908465,323.8570607266022
11.068952684575537,11.432637861861345,11.249325648803579,0.06102540205494777,328.55646735908465,338.1348874342944,333.3155725250948
11.432637861861345,11.808272399845189,11.618937219971645,0.01379521227905984,338.1348874342944,347.956176492289,343.0149203830127
11.808272399845189,12.196248910681769,12.000692871398945,0.06622821626643675,347.956176492289,358.0243611878887,352.95915744011415
12.196248910681769,12.59697290632086,12.394991613010617,0.04852228037764333,358.0243611878887,368.34340866439277,363.15228170112
12.59697290632086,13.010863222347222,12.80224556473412,0.09210016176040034,368.34340866439277,378.91721752482044,373.59822719064834
13.010863222347222,13.438352455746386,13.22288038724582,0.04431006875155467,378.91721752482044,389.74960843935514,384.3008547418804
13.438352455746386,13.879887417053768,13.657335726870299,0.08072115783145098,389.74960843935514,400.84431439541004,395.26394242438585
13.879887417053768,14.335929597359812,14.106065675097474,0.06297215267449095,400.84431439541004,412.2049705988121,406.4911756185507
14.335929597359812,14.806955650659152,14.56953924319773,0.03397335021588679,412.2049705988121,423.83510403680043,417.98613674618866
14.806955650659152,15.293457892047996,15.048240852431153,0.010155825568894881,423.83510403680043,435.7381227158746,429.7522946691845
15.293457892047996,15.795944812290514,15.542670840363279,0.09514949215882758,435.7381227158746,447.9173045899809,441.7929937704175
15.795944812290514,16.31494160929192,16.053345983816502,0.023292073218501616,447.9173045899809,460.37578619709257,454.1114427337221
16.31494160929192,16.850990737033808,16.580800039003716,0.08466633756203511,460.37578619709257,473.11655102492296,466.7107030422712
16.850990737033808,17.404652472545568,17.12558429940882,0.1260735119762868,473.11655102492296,486.14241762928725,479.59367721749726
17.404652472545568,17.976505501504327,17.68826817199712,0.15583034085323832,486.14241762928725,499.4560275314859,492.76309682348614
17.976505501504327,18.56714752307555,18.269439772357828,0.16226494853409046,499.4560275314859,513.0598329240207,506.2215102646772
18.56714752307555,19.177195874626566,18.869706539400852,0.07314520610761226,513.0598329240207,526.9560842169458,519.9712704076708
19.177195874626566,19.80728817696581,19.489695870250216,0.07654340036422037,526.9560842169458,541.1468174601757,534.014522060952
19.80728817696581,20.458083000782253,20.13005577599773,0.10293218256976451,541.1468174601757,555.6338416801251,548.3531893493775
20.458083000782253,21.13026055498169,20.791455559002372,0.1320472738966919,555.6338416801251,570.4187261720897,562.9889630233212
21.13026055498169,21.824523397639116,21.47458651244323,0.13603121435979293,570.4187261720897,585.5027877927862,577.9232877453953
21.824523397639116,22.541597170310414,22.180162642857137,0.06457864944398174,585.5027877927862,600.8870783004254,593.1573494006541
22.541597170310414,23.282231356470906,22.908921416416288,0.11770507378926504,600.8870783004254,616.5723717925595,608.6920624790984
23.282231356470906,24.047200064873344,23.661624529725838,0.17898889420000247,616.5723717925595,632.5591522946974,624.5280575821165
24.047200064873344,24.837302838644135,24.439058705946966,0.1429998862240517,632.5591522946974,648.847601555287,640.665669107176
24.837302838644135,25.65336549096362,25.24203651707774,0.14513183834601773,648.847601555287,665.4375871050981,657.1049231676096
25.65336549096362,26.496240968203647,26.071397233251076,0.160611070821593,665.4375871050981,682.3286506412384,673.8455258066554
26.496240968203647,27.366810241424655,26.92800769993746,0.08762522245807348,682.3286506412384,699.5199967980095,690.8868515670057
27.366810241424655,28.265983227164206,27.812763243969396,0.14331429356898265,699.5199967980095,717.010482368489,708.2279324789475
28.265983227164206,29.194699738479137,28.726588609334495,0.22774375584587844,717.010482368489,734.7986060420689,725.867447531697
29.194699738479137,30.15393046723547,29.670438923715256,0.14328414951536905,734.7986060420689,752.8824987242032,743.8037126937141
30.15393046723547,31.144677998672854,30.64530069678579,0.23253739807963586,752.8824987242032,771.2599145052178,762.0346715486012
