component_label,voxel_count,volume_um3,is_open
1,18,1019.2158719999999,True
2,28,1585.4469119999997,True
3,2,113.24620799999998,True
4,257,14552.137727999998,True
5,1,56.62310399999999,True
6,34,1925.1855359999997,True
7,31,1755.3162239999997,True
8,72,4076.8634879999995,True
9,37,2095.0548479999998,True
10,249299,14116083.204095997,True
11,18,1019.2158719999999,True
12,250,14155.775999999998,True
13,1,56.62310399999999,True
14,1,56.62310399999999,True
15,7,396.3617279999999,True
16,2,113.24620799999998,True
17,1,56.62310399999999,True
18,95,5379.194879999999,True
19,1,56.62310399999999,True
20,282,15967.715327999997,True
21,4,226.49241599999996,True
22,7,396.3617279999999,True
23,3,169.86931199999998,True
24,1,56.62310399999999,True
25,54,3057.6476159999993,True
26,11,622.8541439999999,True
27,1,56.62310399999999,True
28,1,56.62310399999999,True
29,10,566.2310399999999,True
30,46,2604.6627839999996,True
31,1,56.62310399999999,True
32,19,1075.8389759999998,True
33,4,226.49241599999996,True
34,2176,123211.87430399998,True
35,3,169.86931199999998,True
36,3,169.86931199999998,True
37,1,56.62310399999999,True
38,2,113.24620799999998,True
39,3,169.86931199999998,True
40,12,679.4772479999999,True
41,7,396.3617279999999,True
42,72,4076.8634879999995,True
43,25,1415.5775999999998,True
44,18,1019.2158719999999,True
45,33,1868.5624319999997,True
46,1451,82160.123904,True
47,42,2378.1703679999996,True
48,10,566.2310399999999,True
49,5,283.11551999999995,True
50,2,113.24620799999998,True
51,4,226.49241599999996,True
52,7,396.3617279999999,False
53,48,2717.9089919999997,False
54,32,1811.9393279999997,False
55,1,56.62310399999999,False
56,2,113.24620799999998,False
57,3,169.86931199999998,False
58,2,113.24620799999998,False
59,1,56.62310399999999,False
60,4,226.49241599999996,False
61,12,679.4772479999999,False
62,3,169.86931199999998,False
63,24,1358.9544959999998,False
64,7,396.3617279999999,False
65,27,1528.8238079999996,False
66,1,56.62310399999999,False
67,3,169.86931199999998,False
68,7,396.3617279999999,False
69,12,679.4772479999999,False
70,1,56.62310399999999,False
71,56,3170.8938239999993,False
72,18,1019.2158719999999,False
73,7,396.3617279999999,False
74,11,622.8541439999999,False
75,6,339.73862399999996,False
76,8,452.9848319999999,False
77,1,56.62310399999999,False
78,5,283.11551999999995,False
79,4,226.49241599999996,False
80,2,113.24620799999998,False
81,28,1585.4469119999997,True
82,32,1811.9393279999997,True
83,4,226.49241599999996,False
84,1,56.62310399999999,False
85,4,226.49241599999996,False
86,10,566.2310399999999,False
87,1,56.62310399999999,False
88,2,113.24620799999998,False
89,1,56.62310399999999,False
90,13,736.1003519999999,False
91,1,56.62310399999999,False
92,4,226.49241599999996,True
93,1,56.62310399999999,False
94,4,226.49241599999996,False
95,1,56.62310399999999,False
96,43,2434.7934719999994,False
97,1,56.62310399999999,False
98,1,56.62310399999999,False
99,8,452.9848319999999,False
100,6,339.73862399999996,False
101,1,56.62310399999999,True
102,1,56.62310399999999,False
103,8,452.9848319999999,False
104,14,792.7234559999998,False
105,1,56.62310399999999,False
106,4,226.49241599999996,False
107,1,56.62310399999999,False
108,1,56.62310399999999,False
109,76,4303.355903999999,False
110,1,56.62310399999999,False
111,83,4699.717631999999,False
112,15,849.3465599999998,False
113,5,283.11551999999995,False
114,6,339.73862399999996,False
115,1,56.62310399999999,False
116,4,226.49241599999996,False
117,32,1811.9393279999997,True
118,2,113.24620799999998,False
119,3,169.86931199999998,True
120,1,56.62310399999999,True
121,115,6511.656959999999,True
122,1,56.62310399999999,False
123,1,56.62310399999999,False
124,19,1075.8389759999998,False
125,1,56.62310399999999,False
126,16,905.9696639999999,False
127,10,566.2310399999999,False
128,1,56.62310399999999,False
129,4,226.49241599999996,False
130,1,56.62310399999999,False
131,1,56.62310399999999,False
132,5,283.11551999999995,False
133,1,56.62310399999999,False
134,67,3793.747967999999,False
135,1,56.62310399999999,False
136,1,56.62310399999999,False
137,6,339.73862399999996,True
138,5,283.11551999999995,False
139,1,56.62310399999999,False
140,20,1132.4620799999998,False
141,1,56.62310399999999,False
142,1,56.62310399999999,True
143,3,169.86931199999998,False
144,4,226.49241599999996,False
145,1,56.62310399999999,False
146,4,226.49241599999996,False
147,1,56.62310399999999,False
148,319,18062.770175999998,False
149,1,56.62310399999999,False
150,5,283.11551999999995,False
151,1,56.62310399999999,True
152,4,226.49241599999996,False
153,1,56.62310399999999,False
154,2,113.24620799999998,False
155,5,283.11551999999995,False
156,8,452.9848319999999,False
