alpha,residual_norm,roughness_norm,reciprocal_slope,is_selected
3.8218926206331227,5.997705849530819,0.29357016179412054,0.03499535967341899,False
5.1151780992931455,6.041556193568558,0.2409612436009269,0.04162155218577642,False
6.846096838574672,6.066526772345574,0.2215150825318052,0.06249027596153386,False
9.16273901188675,6.16469381431361,0.17682492266902822,0.069073993339006,False
12.263306841775645,6.275330200351226,0.13617226292317,0.07081403374444584,False
16.4130719537513,6.340142555204124,0.11965570575711582,0.09595078372421101,False
21.967070907932353,6.4871786640364375,0.09710242583047723,0.10811669093911724,False
29.400480643347137,6.642287212821143,0.07846777481546481,0.12063025163611031,False
39.34927263095853,6.763827235931902,0.06911374068475638,0.16166544564486277,False
52.66462393484281,7.025545541080166,0.054579621908033546,0.16739362475940522,False
70.48574036451917,7.204910706906399,0.047601486316388046,0.21686344516744,False
94.33732216299794,7.558483419587761,0.03836125930272811,0.22923634226824252,True
126.26001098748577,7.830222634680009,0.03335057289402693,0.28919449520454266,False
168.98497868124622,8.303132970753731,0.027349169691412732,0.3098136214535545,False
226.16759492228644,8.73888332601292,0.02358038178994331,0.37243504697824886,False
302.7001653763468,9.337449185966745,0.019857022902278178,0.41437837887364914,False
405.1304969235378,10.026507682793873,0.01696826191248168,0.470072894776135,False
542.2221006501592,10.782773239577686,0.014680878230971197,0.545001326129324,False
725.7039612324231,11.781564430604126,0.012563732824531864,0.5988946681008556,False
971.2740198471167,12.919147891026626,0.010882613353329514,0.6693945984783524,False
1299.9422244132475,14.243749800015417,0.009475910669764257,0.7478962304367791,False
1739.8280529303693,15.897927948500328,0.008231019799144774,0.8114072842745572,False
2328.5662984981964,17.849326262600076,0.007182650991933545,0.8780173302337887,False
3116.5269449294365,20.249181108984313,0.006241272153153985,0.9227266921600994,False
4171.124612056533,23.12691395086722,0.005408595251833751,0.951568211174253,False
5582.5862688627,26.566588855951395,0.004669905120662172,0.9629758831455951,False
7471.6706758680975,30.667558635524635,0.0040144843036427616,0.9566136263179216,False
10000.0,35.46550324039222,0.0034421399840668943,0.9419867691904953,False
