alpha,residual_norm,roughness_norm,reciprocal_slope,is_selected
1e-06,5.733172398042006,2.222942235368495,1.5033716359897492e-13,False
1.3383887531737565e-06,5.733172398041931,2.222942235368483,2.6929662410681265e-13,False
1.7912844546220022e-06,5.733172398042069,2.2229422353684622,4.823868564446858e-13,False
2.3974349678010785e-06,5.733172398041739,2.2229422353684343,8.640920770634224e-13,False
3.20869999737045e-06,5.7331723980419005,2.222942235368368,1.5478347050055663e-12,False
4.294487988789272e-06,5.733172398041765,2.2229422353682633,2.7726122454007743e-12,False
5.7476944248353584e-06,5.733172398041519,2.2229422353680617,4.966537213880556e-12,False
7.692649574879146e-06,5.733172398041908,2.222942235367697,8.896480904521782e-12,False
1.0295755673125127e-05,5.733172398042082,2.222942235367057,1.593612794510121e-11,False
1.3779723598335567e-05,5.733172398041796,2.2229422353658923,2.8546138254900004e-11,False
1.844262708585533e-05,5.733172398042184,2.22294223536383,5.113425369539103e-11,False
2.468340467068651e-05,5.733172398041865,2.2229422353601507,9.1595993742959e-11,False
3.3035991201283396e-05,5.733172398042418,2.2229422353535844,1.640744796964156e-10,False
4.421499907374487e-05,5.733172398042155,2.2229422353417734,2.939040648772864e-10,False
5.917685748188831e-05,5.733172398041789,2.222942235320649,5.26465782554963e-10,False
7.920164050192556e-05,5.733172398041933,2.2229422352828148,9.430499721489636e-10,False
0.00010600258488068824,5.733172398041974,2.2229422352150525,1.689270754939138e-09,False
0.00014187266741165963,5.733172398041885,2.222942235093648,3.025964442639625e-09,False
0.00018988078244652632,5.73317239804186,2.2229422348762173,5.420363065278994e-09,False
0.0002541343036702639,5.7331723980419005,2.2229422344866645,9.709412093838418e-09,False
0.0003401304938279253,5.733172398041594,2.2229422337888716,1.73923189362944e-08,False
0.000455226827550731,5.733172398041799,2.2229422325389283,3.1154590505373835e-08,False
0.000609270466136868,5.7331723980423055,2.2229422302999473,5.580673354996187e-08,False
0.000815440739518517,5.733172398041629,2.2229422262893497,9.996573391058942e-08,False
0.0010913767146512737,5.733172398041861,2.222942219105147,1.7906706399147013e-07,False
0.0014606863203649888,5.733172398041901,2.2229422062362265,3.2076004434887055e-07,False
0.0019549661430912613,5.733172398041942,2.2229421831843394,5.745724691893678e-07,False
0.0026165046987488235,5.733172398042102,2.2229421418918376,1.0292226938757638e-06,False
0.0035019004614317128,5.733172398042315,2.2229420679252345,1.8436304891930627e-06,False
0.004686904192314193,5.733172398043062,2.2229419354300335,3.3024662416804846e-06,False
0.00627289985819625,5.7331723980460225,2.2229416980936314,5.915655177438726e-06,False
0.00839557861999512,5.733172398054766,2.222941272957064,1.059661710502049e-05,False
0.011236548001387516,5.733172398083962,2.222940511418231,1.8981542486149464e-05,False
0.015038869469554102,5.733172398177523,2.222939147290529,3.4001300248622956e-05,False
0.020127853758499386,5.733172398476351,2.2229367037663725,6.090586666646085e-05,False
0.026938893095901754,5.733172399436024,2.222932326772219,0.00010909930248094591,False
0.03605471154250506,5.733172402514534,2.2229244864998323,0.0001954265057902272,False
0.04825522042741279,5.733172412393559,2.2229104428846527,0.00035006003749497167,False
0.06458424430196992,5.7331724440894005,2.2228852885168506,0.0006270429049888133,False
0.0864388262059828,5.733172545776325,2.222840235476574,0.0011231666385794958,False
0.11568875283162833,5.733172871975231,2.2227595505898763,0.002011764656256298,False
0.1548365256585499,5.733173918168299,2.222615078487397,0.0036031730053242596,False
0.20723146452190294,5.733177272320707,2.222356472112374,0.006452798381694191,False
0.27735626141984177,5.73318801890644,2.2218938247106057,0.01155394202403919,False
0.3712105009066365,5.733222410452253,2.221066979323967,0.020680747763894194,False
0.49682395947343877,5.777482589652192,1.518372273106681,0.01704842649825534,False
0.664943599666506,5.814734272558018,0.9741156021164619,0.012408831107968189,False
0.8899530352885242,5.837135081124867,0.7001594731777101,0.01139537517341039,False
1.191103133283008,5.8501816818440044,0.5834874712632389,0.014113122052094126,False
1.5941590374559995,5.857641863834615,0.540863705373514,0.021666728362489132,False
2.133604526501411,5.8618645029516925,0.5266589513456731,0.036746437146288835,False
2.855592301990112,5.921288576040795,0.4159539131864315,0.04023929652475422,False
