fit_time_ms,fit_amplitude,residual
5.0,0.973313115105545,-0.0011680451847010387
10.0,0.9694448631984305,-0.001200271857535462
17.5,0.9636730863787408,-0.001240474955034765
27.5,0.9560341234784998,-0.001287599636392578
40.0,0.9465757956497493,-0.0013290051855426865
60.0,0.931648709875878,-0.0013629923420643841
90.0,0.9097252432864347,-0.0013658692508740078
137.5,0.8761268486768838,-0.0012483815833587153
212.5,0.8257337073108971,-0.0009209361741984168
330.0,0.752879128309279,-0.00015859692841291295
510.0,0.6542124053659681,0.0010486814319713433
787.5,0.5280833614427156,0.0027612087479071956
1220.0,0.38032356187885463,-0.0017986330599663036
