t2_ms,png_spectrum,png_spectrum_normalized,comsol_spectrum,comsol_spectrum_normalized,extra_comsol_spectrum,extra_comsol_spectrum_normalized
517.092024289676,346.795721080749,0.16893592113011358,484.5438566540854,0.150722450519192,433.08356859533967,0.13369713682579676
541.5871378079471,311.2698408606895,0.15163006372152002,425.63352754696507,0.1323977745543989,388.8118003690864,0.12003000862404342
567.2426068491977,280.20764848938563,0.1364986195842806,379.6217323951235,0.11808532290975136,357.2148947302328,0.11027573456979785
594.1133984965034,253.25043809259134,0.12336685095896836,344.8339325977539,0.10726421278395779,336.1949198328967,0.10378666256681492
622.2570836730231,229.99109217192608,0.1120364371472114,319.35769741430823,0.09933956252966007,323.44313568496096,0.09985006198062972
651.7339604882427,209.98740136669775,0.10229196301802693,301.1330001221674,0.09367057922067772,316.54476858784324,0.09772046853368996
682.6071834272386,192.7759193213793,0.09390766818221129,288.0477434806867,0.08960027284986662,313.08826705221344,0.09665341267597981
714.9428986597577,177.8860356578271,0.08665430241292396,278.0352615597503,0.08648578529589483,310.77526956804223,0.09593936771204374
748.8103857590023,164.85393694244166,0.08030592650482103,269.1702653909424,0.08372823522471551,307.52721486861384,0.09493666143303249
784.2822061337682,153.236117308592,0.07464649375504118,259.7594751804294,0.08080091019031073,301.58428800332814,0.09310202173790193
821.434358491943,142.6220970828691,0.06947604563607881,248.42301583799326,0.07727458556801144,291.5922247057734,0.09001737399151413
860.34644166845,132.64600931798591,0.06461635598770804,234.16254789937554,0.07283871739273239,276.6723948618196,0.08541147647724359
901.1018251665018,122.99672041528844,0.05991586111439263,216.41206381181786,0.0673172430765518,256.4705545332303,0.07917497062387105
943.7878277775382,113.4261618041012,0.05525371842799485,195.06729996968636,0.06067773033098787,231.1796947066309,0.07136743463804308
988.4959046625586,103.75556463698942,0.05054284357863678,170.4897965134106,0.053032640010054664,201.53252203583378,0.062215062235826214
1035.3218432956626,93.87930829746867,0.04573178519292627,143.48177722430808,0.04463151223798344,168.7592793193522,0.052097641411244885
1084.3659686896108,83.76611578225243,0.04080530718506637,115.22821724268366,0.0358429459651032,134.50684707930253,0.04152358030182156
1135.7333583431052,73.45735425198107,0.03578356089765595,87.2027122120122,0.027125318577503693,100.71535708338219,0.031091816575053558
1189.5340673703195,63.06222674802449,0.03071974282437302,61.03405338058548,0.018985282682488544,69.44888776696587,0.021439551447991263
1245.883364295008,52.74967073315947,0.025696148115223,38.33074307574159,0.011923179805624334,42.677193326605234,0.013174867321875854
1304.9019780144029,42.736810206551766,0.02081854521130492,20.46104720663005,0.006364623414003503,22.00583529008301,0.006793416756231639
1366.7163564620073,33.273840146886876,0.016208812545993448,8.286569127362531,0.00257762427099432,8.352529800787753,0.002578507707506412
1431.4589375234787,24.625254443250782,0.01199579403537492,1.8477352317149223,0.0005747574305405695,1.5679877177869366,0.00048405315659067627
1499.2684327860457,17.047360795906155,0.008304345826179399,0.0,0.0,0.0,0.0
