time_ms,comsol_signal,comsol_normalized
0.0,88253.21703163511,1.0
4.44751802614789e-06,88253.21493630427,0.9999999762577398
1.3342554078442804e-05,88253.21074564711,0.9999999287732707
3.11326261830335e-05,88253.20236435038,0.9999998338045317
6.671277039221445e-05,88253.18560182869,0.9999996438678671
0.0001378730588105768,88253.15207706949,0.9999992639977577
0.00028019363564730105,88253.08502868935,0.9999985042704369
0.00056483478932075,88252.95093647129,0.999996984867263
0.0011341170966676479,88252.68277013293,0.9999939462659816
0.0022726817113614445,88252.14650927851,0.9999878698772395
0.004549810940749037,88251.07427043135,0.99997572030487
0.009104069399524222,88248.93089056262,0.9999514335996279
0.018212586317074588,88244.64827858638,0.9999029071875571
0.036429620152175324,88236.09802146754,0.9998060239530822
0.07286368782237679,88219.04788273852,0.9996128282906181
0.14573182316277974,88185.10301760219,0.999228197947634
0.2914680938435857,88117.65514665999,0.998463943983747
0.5829406352051975,87983.95645095732,0.9969489998242074
1.1658857179284212,87719.77581378078,0.9939555606492723
1.7488308006516449,87458.0916111879,0.990990408653747
2.6180149495901306,87072.19837175086,0.98661784012405
3.4871990985286163,86690.04529861576,0.9822876515372916
5.2255673964055855,85938.13546360577,0.9737677373596536
6.977899098528616,85190.90990412666,0.9653009008565575
10.468599098528616,83738.62418531436,0.9488450053361516
13.959299098528616,82318.96827661274,0.932758839228544
17.449999098528618,80929.66524281322,0.9170166025087029
20.940699098528615,79569.11072529569,0.9016001161382419
24.431399098528615,78236.07540142511,0.8864954506234116
27.922099098528616,76929.55491449639,0.8716912255665461
31.412799098528616,75640.63598046429,0.8570864442635588
34.90349909852862,74373.87636520415,0.8427327509040742
38.39419909852862,73130.93344103024,0.8286489252263273
41.884899098528614,71911.86857073737,0.8148356625340916
45.37559909852862,70716.24857542207,0.8012880544634791
48.866299098528614,69543.61003119976,0.788000849943762
52.35699909852861,68393.37154434394,0.7749674611841941
55.847699098528615,67264.96701551703,0.7621814736952347
59.33839909852861,66157.87500903677,0.7496369790726373
62.829099098528616,65071.610830341764,0.7373284852269612
66.31979909852862,64005.714713901725,0.7252507825404069
69.81049909852862,62959.7447782333,0.713398864039878
73.30119909852861,61933.27391745271,0.7017678901750652
76.79189909852862,60925.88843930878,0.6903531733859558
80.28259909852862,59937.18718956113,0.6791501681811343
83.77329909852861,58966.77926993936,0.6681544452799065
87.26399909852861,58014.2868180544,0.657361723111563
90.75469909852862,57079.34235845305,0.6467678378000937
94.24539909852861,56161.587928528985,0.6363687332598583
97.73609909852861,55260.67424559833,0.6261604517576926
101.22679909852862,54376.26052651752,0.6161391318689934
104.7174990985286,53508.014255859205,0.606301005850912
108.20819909852861,52655.61095253215,0.5966423969979169
111.69889909852861,51818.73375644663,0.5871597149582861
115.1895990985286,50997.073138932254,0.5778494524528428
118.68029909852861,50190.32659811549,0.5687081818232682
122.17099909852861,49398.19846383749,0.5597325528216188
125.66169909852862,48620.39966502651,0.5509192899744166
129.15239909852863,47856.64754115249,0.5422651904462346
132.64309909852864,47106.6656249451,0.533767121577668
136.1337990985286,46370.18346952677,0.5254220189265734
139.62449909852864,45646.93646877691,0.5172268842326097
143.11519909852862,44936.66570951149,0.5091787837422806
146.60589909852862,44239.11781393869,0.5012748464237945
150.09659909852863,43554.044800326585,0.49351226238828516
153.58729909852863,42881.203938011255,0.48588828124690486
157.0779990985286,42220.35761839174,0.4784002106490633
160.56869909852864,41571.27322451547,0.4710454148046965
164.05939909852862,40933.72301234888,0.46382131313894015
167.55009909852862,40307.483990778914,0.456725378932423
171.04079909852862,39692.33780991622,0.44975513805562656
174.53149909852863,39088.07064938242,0.4429081677030648
178.0221990985286,38494.473113546286,0.43618209520620216
181.51289909852864,37911.34012761936,0.42957459685610916
185.0035990985286,37338.47083919765,0.42308339678782886
188.49429909852861,36775.668520846506,0.4167062658765624
191.98499909852862,36222.740477061154,0.41044102068343646
195.47569909852862,35679.4979525803,0.4042855224166013
198.9663990985286,35145.75604442743,0.3982376759345683
202.45709909852863,34621.333615464944,0.3922954287666889
205.9477990985286,34106.05321109396,0.3864567701692773
209.4384990985286,33599.740977500245,0.3807197301992531
212.9291990985286,33102.22658261906,0.37508237881859074
216.41989909852862,32613.343138678043,0.3695428250166508
219.9105990985286,32132.927127144965,0.36409921595976097
223.40129909852863,31660.8183252395,0.35874973615851774
226.89199909852863,31196.859734587575,0.35349260665936744
230.3826990985286,30740.897511400195,0.3483260842534597
233.87339909852864,30292.78089858667,0.3432484607074206
237.3640990985286,29852.362159349712,0.3382580620109166
240.85479909852862,29419.496512545196,0.3333532476442137
244.34549909852862,28994.042069469484,0.32853240986191273
247.83619909852862,28575.859772268803,0.32379397299506424
251.32689909852863,28164.813333717255,0.31913639276879097
254.8175990985286,27760.769178496696,0.3145581556369284
258.3082990985286,27363.59638578677,0.3100577781315106
261.7989990985286,26973.16663325231,0.30563380622808967
265.2896990985286,26589.354142282213,0.3012848147252358
268.78039909852856,26212.03562453467,0.2970094066388395
272.27109909852857,25841.09022967559,0.2928062126099339
275.76179909852857,25476.399494343157,0.2886738903264107
279.25249909852863,25117.84729224914,0.28461112395761656
