time_ms,average_normalized_signal
0.0,1.0
5.0,0.995441723961253
10.0,0.9909175620484668
15.0,0.9864259088406466
20.0,0.9819655148139846
25.0,0.9775353615064104
30.0,0.9731345907035998
35.0,0.9687624610112042
40.0,0.9644183195982042
45.0,0.960101582900626
50.0,0.9558117229040084
55.0,0.9515482570600136
60.0,0.947310740665254
65.0,0.9430987609660604
70.0,0.9389119325090282
75.0,0.9347498934135684
80.0,0.9306123023415924
85.0,0.9264988360040342
90.0,0.922409187087314
95.0,0.9183430625128092
100.0,0.9143001819635478
105.0,0.9102802766276168
110.0,0.9062830881189544
115.0,0.9023083675445858
120.0,0.8983558746936751
125.0,0.8944253773286238
130.0,0.8905166505622147
135.0,0.8866294763077297
140.0,0.8827636427913188
145.0,0.8789189441177387
150.0,0.8750951798820773
155.0,0.871292154821278
160.0,0.8675096785002684
165.0,0.8637475650282951
170.0,0.8600056328017267
175.0,0.8562837042701456
180.0,0.8525816057229865
185.0,0.8488991670943843
190.0,0.8452362217841917
195.0,0.8415926064934183
200.0,0.837968161072553
205.0,0.8343627283814385
210.0,0.8307761541595318
215.0,0.82720828690552
220.0,0.8236589777653917
225.0,0.8201280804281638
230.0,0.8166154510285552
235.0,0.8131209480559889
240.0,0.8096444322693502
245.0,0.806185766617012
250.0,0.8027448161616847
255.0,0.799321448009678
260.0,0.795915531244231
265.0,0.7925269368625766
270.0,0.7891555377164549
275.0,0.7858012084558098
280.0,0.7824638254754315
285.0,0.779143266864329
290.0,0.7758394123576347
295.0,0.7725521432908627
300.0,0.7692813425563602
305.0,0.7660268945618001
310.0,0.7627886851905765
315.0,0.7595666017639897
320.0,0.7563605330050872
325.0,0.7531703690040757
330.0,0.7499960011851906
335.0,0.7468373222749471
340.0,0.7436942262716805
345.0,0.7405666084163057
350.0,0.737454365164223
355.0,0.7343573941583059
360.0,0.7312755942029119
365.0,0.7282088652388563
370.0,0.7251571083193022
375.0,0.722120225586513
380.0,0.7190981202494273
385.0,0.716090696562009
390.0,0.7130978598023385
395.0,0.7101195162524038
400.0,0.7071555731785603
405.0,0.7042059388126252
