fit_time_ms,fit_amplitude,residual
5.0,0.9689109227337891,-0.0009035641369096181
10.0,0.9643378667742233,-0.0007834976116727344
17.5,0.9575440569593916,-0.0006127862969141917
27.5,0.9486052107633519,-0.00041337600370516814
40.0,0.9376172469597553,-0.00019505822962218033
60.0,0.9204453120878708,8.392900399245562e-05
90.0,0.8955687185149113,0.0003437597661044567
137.5,0.8581372766562261,0.0005046636282286521
212.5,0.8032679719461983,0.0003091873444762694
330.0,0.7258941320486241,-0.0002503479039506207
510.0,0.6233845471937716,-0.0007084355901302297
787.5,0.4943717858152474,0.0006965961848454105
1220.0,0.3450799953723647,-0.00019950286640396664
