slice_index_0_based,slice_index_1_based,pore_px,solid_px,total_px,porosity
336,337,155281,484719,640000,0.2426265625
337,338,156140,483860,640000,0.24396875
338,339,156911,483089,640000,0.2451734375
339,340,157802,482198,640000,0.246565625
340,341,158488,481512,640000,0.2476375
341,342,159032,480968,640000,0.2484875
342,343,159268,480732,640000,0.24885625
343,344,159245,480755,640000,0.2488203125
344,345,159262,480738,640000,0.248846875
345,346,159352,480648,640000,0.2489875
346,347,159519,480481,640000,0.2492484375
347,348,159994,480006,640000,0.249990625
348,349,160770,479230,640000,0.251203125
349,350,161371,478629,640000,0.2521421875
350,351,161931,478069,640000,0.2530171875
351,352,162109,477891,640000,0.2532953125
352,353,161954,478046,640000,0.253053125
353,354,161747,478253,640000,0.2527296875
354,355,161460,478540,640000,0.25228125
355,356,161221,478779,640000,0.2519078125
356,357,160668,479332,640000,0.25104375
357,358,159879,480121,640000,0.2498109375
358,359,158573,481427,640000,0.2477703125
359,360,157448,482552,640000,0.2460125
360,361,156436,483564,640000,0.24443125
361,362,155319,484681,640000,0.2426859375
362,363,154333,485667,640000,0.2411453125
363,364,153550,486450,640000,0.239921875
364,365,153100,486900,640000,0.23921875
365,366,152720,487280,640000,0.238625
366,367,152958,487042,640000,0.238996875
367,368,153186,486814,640000,0.239353125
368,369,152884,487116,640000,0.23888125
369,370,152861,487139,640000,0.2388453125
370,371,153016,486984,640000,0.2390875
371,372,153307,486693,640000,0.2395421875
372,373,153374,486626,640000,0.239646875
373,374,153792,486208,640000,0.2403
374,375,154867,485133,640000,0.2419796875
375,376,155777,484223,640000,0.2434015625
376,377,156672,483328,640000,0.2448
377,378,157147,482853,640000,0.2455421875
378,379,157218,482782,640000,0.245653125
379,380,157179,482821,640000,0.2455921875
380,381,157431,482569,640000,0.2459859375
381,382,157495,482505,640000,0.2460859375
382,383,157353,482647,640000,0.2458640625
383,384,157182,482818,640000,0.245596875
384,385,156896,483104,640000,0.24515
385,386,156811,483189,640000,0.2450171875
386,387,156920,483080,640000,0.2451875
387,388,157044,482956,640000,0.24538125
