time_ms,signal,normalized_signal
0.0,307355.7425444685,1.0
5.0,306110.59507476026,0.9959488394151995
10.0,304878.03142083064,0.9919386210157457
15.0,303657.1694109348,0.9879664746039402
20.0,302447.4122599643,0.9840304585043044
25.0,301248.3111707603,0.9801291125288653
30.0,300059.50369771896,0.976261257439516
35.0,298880.68260174897,0.9724258936157884
40.0,297711.5786033295,0.968622144940911
45.0,296551.9500879086,0.9648492253077172
50.0,295401.5765644886,0.9611064173357673
55.0,294260.2542857566,0.957393058121186
60.0,293127.7931840142,0.9537085292675286
65.0,292004.01464705024,0.9500522496494526
70.0,290888.74985247804,0.9464236699933856
75.0,289781.8384866028,0.9428222687092854
80.0,288683.1277361488,0.9392475486101641
85.0,287592.4714787191,0.9356990342782028
90.0,286509.7296213245,0.9321762699126145
95.0,285434.76755145576,0.9286788175436769
100.0,284367.45567522227,0.9252062555300385
105.0,283307.6690239218,0.921758177278671
110.0,282255.2869151619,0.918334190142307
115.0,281210.19265803904,0.914933914460223
120.0,280172.273294318,0.9115569827161516
125.0,279141.4193693516,0.9082030387929556
130.0,278117.5247278174,0.9048717373080449
135.0,277100.4863303528,0.9015627430167883
140.0,276090.2040879461,0.8982757302736946
145.0,275086.5807115318,0.8950103825430625
150.0,274089.521574705,0.8917663919523141
155.0,273098.9345878351,0.8885434588824151
160.0,272114.7300821501,0.885341291590738
165.0,271136.8207025952,0.8821596058624703
170.0,270165.1213084577,0.8789981246872912
175.0,269199.5488809028,0.8758565779585354
180.0,268240.0224366912,0.8727347021924668
185.0,267286.4629474507,0.8696322402656247
190.0,266338.7932639632,0.8665489411684868
195.0,265396.93804499385,0.8634845597739108
200.0,264460.8236902569,0.8604388566190349
205.0,263530.37827715644,0.8574115976994594
210.0,262605.53150098625,0.8544025542746847
215.0,261686.21461831036,0.8514115026838953
220.0,260772.3603932744,0.8484382241712813
225.0,259863.9030466277,0.845482504720179
230.0,258960.77820725593,0.8425441348953786
235.0,258062.92286604815,0.839622909693029
240.0,257170.27533193608,0.8367186283976082
245.0,256282.77518996093,0.8338310944454916
250.0,255400.36326123576,0.8309601152946873
255.0,254522.98156468375,0.8281055023003487
260.0,253650.57328044178,0.8252670705957068
265.0,252783.0827148298,0.8224446389780953
270.0,251920.4552667946,0.8196380297997735
275.0,251062.63739574136,0.8168470688632649
280.0,250209.57659067705,0.8140715853209625
285.0,249361.22134059234,0.8113114115787654
290.0,248517.52110601566,0.8085663832035281
295.0,247678.42629167694,0.8058363388341202
300.0,246843.88822022465,0.8031211200959132
305.0,246013.85910694097,0.8004205715185149
310.0,245188.29203540643,0.7977345404565929
315.0,244367.1409340663,0.795062877013632
320.0,243550.3605536555,0.7924054339684851
325.0,242737.90644544165,0.7897620667045846
330.0,241929.73494024604,0.7871326331416874
335.0,241125.80312820862,0.784516993670038
340.0,240326.06883926177,0.7819150110868391
345.0,239530.49062428068,0.7793265505349235
350.0,238739.02773688134,0.7767514794435324
355.0,237951.64011583693,0.774189667471106
360.0,237168.28836808563,0.7716409864499991
365.0,236388.93375230482,0.7691053103330382
370.0,235613.53816302787,0.7665825151418445
375.0,234842.0641152801,0.7640724789168465
380.0,234074.47472971323,0.7615750816689137
385.0,233310.7337182163,0.7590902053325413
390.0,232550.80536998663,0.7566177337205306
395.0,231794.65453803816,0.7541575524800936
400.0,231042.24662613406,0.7517095490503376
405.0,230293.5475761232,0.7492736126210628
410.0,229548.52385566817,0.7468496340928359
415.0,228807.1424463453,0.7444375060382719
420.0,228069.3708321078,0.7420371226644985
425.0,227335.17698809266,0.739648379776739
430.0,226604.52936976316,0.7372711747429863
435.0,225877.39690237082,0.7349054064597172
440.0,225153.7489707271,0.7325509753186136
445.0,224433.55540927217,0.7302077831742511
450.0,223716.78649243154,0.7278757333127231
455.0,223003.4129252474,0.7255547304211604
460.0,222293.40583427803,0.7232446805581205
465.0,221586.73675875305,0.7209454911248118
470.0,220883.3776419769,0.7186570708371238
475.0,220183.30082297174,0.7163793296984371
480.0,219486.47902835006,0.7141121789731798
485.0,218792.88536441172,0.7118555311611157
490.0,218102.49330945458,0.7096092999723255
495.0,217415.27670629375,0.7073734003028687
500.0,216731.20975498122,0.7051477482110957
505.0,216050.26700571986,0.7029322608945936
510.0,215372.42335196433,0.7007268566677393
515.0,214697.65402370365,0.6985314549398439
520.0,214025.9345809195,0.6963459761938694
525.0,213357.2409072125,0.6941703419656907
530.0,212691.54920359468,0.6920044748238998
535.0,212028.8359824387,0.6898482983501185
540.0,211369.0780615821,0.6877017371198166
545.0,210712.2525585795,0.6855647166836112
550.0,210058.33688509918,0.6834371635490356
555.0,209407.30874145895,0.6813190051627609
560.0,208759.1461112972,0.6792101698932589
565.0,208113.82725637493,0.6771105870138895
570.0,207471.33071150462,0.6750201866864013
575.0,206831.63527960196,0.6729388999448331
580.0,206194.72002685722,0.6708666586798026
585.0,205560.56427802125,0.6688033956231697
590.0,204929.14761180538,0.6667490443330697
595.0,204300.44985638774,0.6647035391792928
600.0,203674.45108502777,0.6626668153290156
605.0,203051.13161178032,0.6606388087328569
610.0,202430.47198731184,0.658619456111265
615.0,201812.45299481126,0.6566086949412141
620.0,201197.05564599516,0.6546064634432064
625.0,200584.2611772042,0.6526127005685716
630.0,199974.05104558752,0.6506273459870531
635.0,199366.40692537313,0.648650340074673
640.0,198761.310704222,0.6466816239018701
645.0,198158.74447966274,0.6447211392219
650.0,197558.6905556057,0.6427688284594935
655.0,196961.1314389328,0.6408246346997609
660.0,196366.04983616323,0.6388885016773449
665.0,195773.4286501901,0.6369603737658015
670.0,195183.25097708832,0.6350401959672155
675.0,194595.50010299135,0.6331279139020385
680.0,194010.1595010339,0.6312234737991412
685.0,193427.21282835977,0.6293268224860792
690.0,192846.64392319327,0.6274379073795637
695.0,192268.43680197155,0.6255566764761324
700.0,191692.57565653702,0.6236830783430142
705.0,191119.04485138832,0.6218170621091846
710.0,190547.82892098738,0.6199585774566055
715.0,189978.91256712255,0.6181075746116448
720.0,189412.28065632522,0.6162640043366715
725.0,188847.9182173384,0.6144278179218198
730.0,188285.8104386375,0.6125989671769225
735.0,187725.9426660001,0.6107774044236045
740.0,187168.3004001246,0.6089630824875345
745.0,186612.86929429614,0.6071559546908314
750.0,186059.63515209872,0.6053559748446199
755.0,185508.58392517234,0.6035630972417338
760.0,184959.70171101403,0.6017772766495616
765.0,184412.97475082145,0.5999984683030297
770.0,183868.38942737898,0.5982266278977258
775.0,183325.93226298364,0.5964617115831499
780.0,182785.58991741133,0.5947036759560975
785.0,182247.3491859219,0.5929524780541694
790.0,181711.19699730183,0.591208075349403
795.0,181177.12041194382,0.5894704257420242
800.0,180645.10661996307,0.5877394875543188
805.0,180115.14293934812,0.5860152195246162
810.0,179587.21681414632,0.5842975808013852
815.0,179061.31581268326,0.5825865309374414
820.0,178537.42762581445,0.5808820298842586
825.0,178015.54006520944,0.5791840379863864
830.0,177495.64106166738,0.5774925159759693
835.0,176977.71866346273,0.5758074249673648
840.0,176461.76103472133,0.5741287264518596
845.0,175947.75645382557,0.5724563822924809
850.0,175435.69331184798,0.5707903547188997
855.0,174925.56011101307,0.5691306063224268
860.0,174417.34546318618,0.5674771000510958
865.0,173911.0380883894,0.5658297992048344
870.0,173406.62681334303,0.5641886674307197
875.0,172904.1005700332,0.5625536687183168
880.0,172403.44839430405,0.5609247673950994
885.0,171904.65942447487,0.5593019281219499
890.0,171407.72289998032,0.5576851158887357
895.0,170912.62816003466,0.5560742960099627
900.0,170419.36464231886,0.5544694341205043
905.0,169927.92188169,0.552870496171402
910.0,169438.28950891228,0.5512774484257368
915.0,168950.45724941004,0.549690257454572
920.0,168464.4149220413,0.5481088901329628
925.0,167980.15243789257,0.5465333136360354
930.0,167497.6597990926,0.5449634954351272
935.0,167016.92709764699,0.5433994032939952
940.0,166537.94451429186,0.5418410052650863
945.0,166060.7023173658,0.5402882696858673
950.0,165585.19086170098,0.538741165175217
955.0,165111.40058753232,0.537199660629877
960.0,164639.32201942414,0.5356637252209595
965.0,164168.9457652148,0.5341333283905138
970.0,163700.2625149773,0.5326084398481444
