sequence_id,slice_index_0_based,slice_index_1_based,phase_png,mesh_png,pygimli_mesh_bms,mesh_quality_csv,mesh_quality_histogram_png,mesh_nodes,mesh_triangles,plc_outer_contours,plc_hole_contours,unused_pygimli_nodes_dropped,triangle_max_area_um2,solid_liquid_boundary_length_um,gas_liquid_boundary_length_um,mesh_bulk_size_um,mesh_boundary_size_um,pygimli_bms_written,mesh_vertices,boundary_edges,min_element_quality,mean_element_quality,median_element_quality,p05_element_quality,p95_element_quality,min_element_area_um2,mean_element_area_um2,max_element_area_um2,element_area_ratio_min_over_max,mesh_area_um2,max_aspect_edge_ratio,mean_aspect_edge_ratio
1,22,23,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_topaxis_down48_foreground\group_runs\group_008_slice_0022\phase_png\berea_group008_slice_0022.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_topaxis_down48_foreground\group_runs\group_008_slice_0022\berea_group008_slice_0022_triangular_mesh.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_topaxis_down48_foreground\group_runs\group_008_slice_0022\berea_group008_slice_0022_triangular_mesh.bms,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_topaxis_down48_foreground\group_runs\group_008_slice_0022\berea_group008_slice_0022_mesh_quality.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\niu2020_berea_porosity_grouped_nmr_topaxis_down48_foreground\group_runs\group_008_slice_0022\berea_group008_slice_0022_mesh_quality_histogram.png,984,980,78,2,311,443.40500673763256,15185.572519088782,0.0,32.0,16.0,False,984,888,0.10277393139945547,0.9255509280060553,0.9509615154165172,0.7619685355907008,0.9971584174360985,3.7160603475891962,147.90523886688152,403.590136280854,0.009207510326771787,144947.1340895439,11.2550179422608,1.3758522228019487
