element_id,node_0,node_1,node_2,area_um2,edge_min_um,edge_max_um,edge_mean_um,quality_equilateral_normalized,aspect_edge_ratio
0,323,324,464,346.3612973737959,27.317438718998943,30.11563521549213,28.367715936705878,0.9920765428360142,1.1024326081693403
1,292,412,291,260.6168104599643,22.87307786592649,27.471841497076444,24.781639787667643,0.9739608042086161,1.2010557415187497
2,465,288,289,260.32858585165206,22.89320146023913,30.176069969260706,25.33902513304533,0.9196009866222155,1.3181236369089946
3,282,283,488,228.64871455301648,22.480449783202545,23.2752055094236,22.987477368348166,0.9990316077069066,1.0353531950599537
4,282,488,412,256.2530399259661,23.2752055094236,26.31805758840709,24.44282998824515,0.987560354841203,1.1307336288717842
5,464,321,322,262.9419511876973,22.07119113837434,30.595062323956927,25.55541782077709,0.9112242611905106,1.386198965526716
6,330,326,354,19.69337875836911,3.870580695352087,11.26369853783763,8.451754759095971,0.5539106359427118,2.910079759185341
7,283,284,466,250.03080687345403,21.076238946226418,29.45954472008532,24.845261222103915,0.9174775496096779,1.3977609949881444
8,284,285,286,262.89105978450436,22.80443137231655,31.53739288652025,25.811275525661927,0.8893851024165154,1.3829501982147683
9,466,286,287,290.1018735293513,23.999999999999993,28.33780024016791,26.06990881464344,0.9812033851621528,1.1807416766736631
10,33,476,32,249.94578070194262,20.845189997069994,31.158788067982275,25.334659355017447,0.8739689813418883,1.4947711233316638
11,466,284,286,356.1261873417344,25.87192620376242,31.53739288652025,28.956287936789334,0.9745188548920316,1.2189812477871838
12,252,449,258,426.46487871791714,23.796487147128367,40.17663430559576,33.4192170007931,0.8449052916041824,1.688343075899926
13,414,446,68,332.7702855755888,25.34063886213012,31.59285494392567,28.108592195287912,0.9644048870305049,1.246726853092053
14,494,446,73,358.8567548302988,25.55651093393248,32.43222837764291,29.19421305383587,0.96336342610335,1.2690397551326633
15,68,69,414,279.28018200601423,24.000000000000004,27.39228277980794,25.51677230375463,0.9875698322709475,1.1413451158253307
16,73,446,414,364.82587465676875,25.55651093393248,31.59285494392567,29.376908747045377,0.96802076080145,1.236195935571881
17,494,74,437,363.0348637487741,25.37517797939849,32.88080196335515,29.434870339630674,0.9570817639648458,1.2957860626652666
18,257,413,256,262.88363443795976,22.19373885334595,27.22505987203548,24.894183403069537,0.9729106847450761,1.2267000189529131
19,259,346,258,130.66849888098955,11.286500990766534,24.0,19.65648181140326,0.7160654696855452,2.126434048925735
20,289,290,465,254.63703662080343,22.89320146023913,26.223795510886298,24.372332323708477,0.9867942903719642,1.1454839794439295
21,479,198,199,284.4546484840532,24.0,29.76153243993925,26.071572530101662,0.9568154794128961,1.2400638516641354
22,252,253,449,227.25666449644064,22.315161442117315,23.796487147128367,22.935446495773096,0.9969556737356594,1.0663820294938677
23,474,489,424,424.3051365480545,28.899449810896943,34.56898894220286,31.56900024439642,0.9779215473501477,1.1961815594554377
24,324,325,464,268.06195288601646,23.619020416359696,27.670073875626553,25.096364763995414,0.9777290741152569,1.1715165738398234
25,23,24,477,337.81737158933265,24.0,34.60168893978636,29.006467319005846,0.9068614950775543,1.4417370391577649
26,464,325,321,343.21229829205913,23.619020416359696,32.28333398940902,28.83247224324188,0.93758794396115,1.3668362794185993
27,486,432,491,315.3032656392331,25.14873885343366,30.74172055901083,27.341506847672196,0.9663718457425254,1.2223961105235914
28,414,70,71,302.6191876993745,23.519809834160704,37.800026273854066,29.129474803864138,0.7877259466111928,1.607156968546253
29,388,477,29,396.3245424045835,25.47640576276818,38.75798043580991,31.812391073229836,0.8787057986228082,1.5213284321468823
30,72,414,71,216.96225000664796,20.040362141845492,26.068588303577634,22.818296545548492,0.9510481131129512,1.3008042528904624
31,430,182,183,265.9197227357683,22.185101606360156,29.984516406541992,25.501072635698296,0.9288948245536001,1.3515609231172443
32,299,492,390,344.54700885777754,25.585310818060265,32.20191166589727,28.621574658874223,0.9625690608239917,1.258609359678619
33,205,463,450,428.38488464181876,26.134512997151973,38.44827325650296,32.63958569579854,0.9069135424990904,1.471168537201856
34,226,415,225,321.0077236398063,24.0,37.58224755921614,29.480037918890044,0.8207362598471558,1.565926981634006
35,459,177,178,370.66937382155476,24.000000000000057,33.70004168823826,30.111096201790208,0.9248911482909574,1.4041684036765907
36,250,346,259,8.235416100991129,1.6808710430280769,11.286500990766534,7.840398403216234,0.23616781539130238,6.71467394097883
37,307,303,353,19.693378758368677,3.8705806953520265,11.26369853783761,8.451754759095927,0.553910635942704,2.9100797591853813
38,269,490,268,328.25221980833567,24.0,35.09884541282151,28.842254934579092,0.8882823921205588,1.4624518922008962
39,304,353,303,87.50806242393745,10.220985044098144,18.839383546483752,15.448707647587767,0.7996347500515578,1.843206253135268
40,482,490,277,518.1390282960784,34.298233312388604,35.135952787600196,34.598137759515446,0.99951087441147,1.0244245663495737
41,12,475,11,239.86815248321167,20.12303581415231,29.489716915334782,24.53758424316236,0.8980186385410633,1.4654705774858776
42,223,415,471,600.9996806151014,35.78299375749535,38.207015928896276,37.30097719059979,0.9967109191879612,1.0677422964615189
43,430,454,461,287.81585769537696,22.26976483246804,31.769072657905873,26.721577399236995,0.911448074879061,1.4265562702120853
44,501,274,275,326.90149805287433,23.999999999999993,34.43346573921198,28.611126952298665,0.9014579553722506,1.4347277391338331
45,356,435,301,309.286230396291,23.93013923347525,36.074557153481706,28.627732011797402,0.8423868158568462,1.507494661920644
46,301,302,356,139.21895079089495,12.000958468758611,24.0,19.977032567411285,0.746156231842789,1.9998402679650786
47,293,356,302,22.938279940367085,4.42203243373231,12.000958468758611,8.973932555933176,0.5804226423104976,2.713901050840889
48,485,415,226,510.79149496327705,30.062116184899697,37.58224755921614,34.80067927835769,0.964983480005114,1.2501530939493153
49,477,491,23,337.19570051355856,22.531650214294892,34.60168893978636,29.16914811157753,0.8891060688702292,1.5356926195238818
50,415,224,225,301.35132343586184,22.977699297964556,31.368442214291846,27.06800256990346,0.934860666374251,1.3651689756889878
51,381,485,227,506.4137352096681,31.366784168016725,37.17146882611989,34.44301253925454,0.9811367968700577,1.1850583288044536
52,206,207,462,204.37113348456802,17.195220652668123,27.529125039367496,22.90811523067855,0.8689169212539846,1.600975387023946
53,445,492,493,286.25876293710144,24.647236382924504,27.049487289175065,25.76919152575091,0.9940765074916436,1.0974653250745317
54,381,227,228,367.74706788080516,24.0,37.17146882611989,30.653313567488436,0.876853060028101,1.5488112010883288
55,423,439,128,413.959550562144,29.079830304168947,35.90311140156166,31.450434126785876,0.9569011338894755,1.2346396463123277
56,205,206,462,204.37113348456765,17.195220652668123,31.39265043214352,24.195957028270545,0.7624081857306959,1.8256613896532017
57,485,200,499,372.2790903841271,26.72871011762731,35.309301212149606,30.11494423298073,0.933674149330874,1.3210252592347689
58,196,381,228,210.49146827444767,17.71464556281691,30.788471876345405,24.11349472394818,0.7969183424696874,1.7380235899819805
59,344,345,64,52.74285531151885,7.20464851802202,18.503957373366646,13.638649201116833,0.5841315645305948,2.5683358913457117
60,500,435,294,366.87884727783285,23.383780529802785,37.616444030169475,30.829962465195507,0.8606398952386894,1.6086553661512117
61,215,211,469,267.36435644902895,21.97966753499298,32.57552901510981,26.29519626970794,0.8671102422384945,1.482075602974775
62,313,478,312,366.8291215206433,27.969195375592427,30.4332307152361,29.158625512234483,0.9952006391645241,1.088098184683351
63,496,468,216,208.8381053332413,19.78240329846358,25.884917804504813,22.440417455486596,0.9455046394646609,1.3084819581306983
64,210,468,496,251.33034470849182,21.653931263491398,27.029869155593452,24.39154382263059,0.9677433294348249,1.2482661382215572
65,463,462,457,239.73108628906235,22.532179981786427,26.073596846676516,23.718673962491483,0.9792815342982999,1.1571715150399449
66,367,352,61,102.67307148089535,10.77224728555496,20.054184146864618,16.807685352985004,0.7884159972957652,1.8616527837934307
67,215,468,211,355.8731369443963,26.12561953459583,32.57552901510981,29.056914449533405,0.9652852460451328,1.2468806327051092
68,305,306,353,227.69856936652366,20.57753735407641,34.29686952402604,25.902845860829473,0.7437349215298757,1.6667139966207782
69,217,416,496,291.0111202684225,24.013987624926887,29.067769467373797,26.19811535565538,0.9728275692171297,1.2104515885233906
70,175,452,428,248.59879134467565,19.187799558546917,29.10201829172352,24.958083951340743,0.8961988455428888,1.5166938868068622
71,215,469,214,243.10124525961038,22.649723818051697,24.33039225902103,23.730296292893343,0.9959289795508376,1.0742026019597577
72,384,101,440,575.4549956527686,34.82887948512493,40.38966209889307,36.747209183861365,0.9793359855722185,1.1596601066693257
73,271,483,498,310.20561197718865,25.222795326393822,31.352968607857758,27.281071514848037,0.9519522683606738,1.243040995343175
74,129,128,439,271.3820989841506,19.871605117218177,29.079830304168947,26.00028311222829,0.9020357232996261,1.4633860794149993
75,391,406,411,151.18441476518126,17.193567743430528,23.178086791048493,19.360741316932714,0.9135893464970554,1.3480673201118822
76,386,443,133,406.6884289468525,23.69041376573618,38.09660783795579,32.287854422231675,0.8688444814713148,1.6081022566627987
77,469,470,214,260.1309735299868,21.50507695152563,31.752161374857074,25.82267037599667,0.8762224374688231,1.47649605934586
78,127,443,128,233.920783339697,21.781727586575276,24.75619230036993,23.337413531599182,0.9891929989726935,1.1365577960688438
79,218,416,217,308.1277257775175,22.5878404694538,30.034137675358217,27.229915870728604,0.9457629182711935,1.3296595447437423
80,205,382,204,238.55394157421765,18.813293454304674,28.643683549091584,24.468681459239303,0.8944640621318289,1.5225236144146583
81,450,382,205,526.1202028706589,28.643683549091584,40.603529941249036,35.89849558228119,0.9234151486378492,1.4175386999950552
82,219,220,382,253.70040173695554,21.319857143945942,33.6430485882554,26.296354798644433,0.8141771020906998,1.578014728762326
83,417,382,221,392.70889139441,26.440145009205356,35.43943858311726,30.80827736095242,0.9420784168759356,1.3403647586190894
84,450,416,219,530.093748631414,33.92963398154672,35.64241175280821,35.01345522204685,0.9980959700596875,1.0504802902440096
85,345,365,350,31.34144916435389,7.102550640121282,11.739691183301892,9.230251991723536,0.8145920877836942,1.6528838410508575
86,417,204,382,380.46712837142934,25.949067374321654,35.43943858311726,30.44328939452296,0.9328190409932299,1.3657307244185186
87,203,417,202,246.47142365114027,20.658284887115858,33.30231669115762,25.986867192757813,0.8085977889380624,1.6120562221468628
88,202,417,471,469.7923988010162,31.030010118919844,34.80787920027977,33.04673533678575,0.9912662968083943,1.1217488833191342
89,457,462,441,260.41029456206724,23.36291088535346,26.073596846676516,24.6014042810819,0.9916086049177497,1.1160251808785704
90,139,140,436,360.74231422834833,23.116204884349496,34.71509484684587,30.010367587669563,0.9002177045369085,1.501764455736817
91,450,209,416,518.5450942635434,33.18958159763253,37.082555163477146,34.73392358088547,0.990270227412149,1.1172950479774142
92,154,375,403,335.1776441751075,22.69940963167343,32.26506794978391,28.683167602306963,0.9205583039370182,1.4214055992347538
93,369,368,405,141.20658631859004,16.706236383534073,18.873858185837978,18.139315893490803,0.9880046329827833,1.1297492596501477
94,367,61,399,190.18224672193864,20.054184146864618,23.10305933579415,21.109174593367598,0.9812769453611178,1.1520318735781734
95,120,121,355,127.32291059489171,11.263698537837664,24.0,19.365943080741218,0.7205274423623033,2.13073884385114
96,441,207,383,207.5146156279658,19.380911384961337,26.963068474239535,22.655669417491406,0.9156284417760411,1.3912177780845534
97,219,382,450,569.1908719472975,33.6430485882554,40.603529941249036,36.62966342743755,0.9734840914594687,1.2068921113000297
98,157,438,373,328.3654119840568,24.72250466751802,32.61563742302789,28.17588783660578,0.9423134777096378,1.3192691380449153
99,360,358,357,11.371434980876764,3.999999999999938,6.9922148896429315,5.559453811156512,0.8103364828831273,1.74805372241076
100,111,347,433,237.8059472486447,21.49006777281005,29.515125628767223,24.407910654344704,0.9019717923446949,1.3734310166350774
101,327,354,326,87.5080624239381,10.220985044098194,18.839383546483756,15.448707647587804,0.7996347500515603,1.8432062531352593
102,131,87,451,218.41907516565928,18.277095854519366,31.357374938825505,24.54022006850784,0.799530906846039,1.7156650700101124
103,164,64,349,1.429638801334739,1.7102262581690866,1.9999999999999598,1.830262230585532,0.9811356047697081,1.169435909691327
104,365,371,350,50.074881877947206,8.848514151747434,12.292491581837478,11.054289359169225,0.9277993095294575,1.3892153384203965
105,351,349,350,19.31526470058268,5.750770768104197,8.983984713118272,7.151880255003349,0.8418811629146388,1.5622227133355095
106,371,63,351,71.73883325724461,10.216070134992117,15.315677728138324,13.38803302916151,0.8987014016106404,1.4991750766940228
107,375,63,371,158.53061166981712,14.632351224354093,23.999681897154822,20.24196057011105,0.8592612572799235,1.6401794577763922
108,155,154,403,263.7185090434118,22.99080921850049,31.085025225463536,25.701792763000814,0.9021731182781066,1.352063119224603
109,359,361,357,9.415500140947563,4.323999951360984,6.847496452184243,5.210359419561009,0.763193729141531,1.5836023425552965
110,60,358,147,7.038954983092005,3.903907491800769,4.210226258169087,4.038044583323302,0.9959321535626782,1.078464658041121
111,358,360,362,10.517995277887165,4.5549677706733265,6.9922148896429315,5.405815562375051,0.7968362619925142,1.535074503635692
112,400,399,153,197.16124765829866,18.20331757145008,27.301639516151727,22.40835632328009,0.8821246757759695,1.4998166905010424
113,154,153,399,282.3852056587718,24.0,27.301639516151727,25.64410104971527,0.9889358393485268,1.1375683131729886
114,154,155,148,249.67477223893394,21.708826590304536,30.86862517053896,25.202331868627308,0.8850309971392343,1.4219389077586218
115,418,75,76,262.0419345469816,23.758215242396478,26.290353551105326,24.6828562645006,0.9911796292905171,1.1065794834702167
116,426,249,234,295.905072152769,21.54223074005212,29.804374349059575,26.85892501679503,0.9289999843495913,1.3835324070522637
117,418,76,473,269.31886205045,23.758215242396478,26.192442637016924,24.99854501780725,0.9936882285848495,1.1024583441889428
