fit_time_ms,fit_amplitude,residual
5.0,0.9764170544276005,-0.0010076836392176602
10.0,0.9727996864311748,-0.0008280695492904888
17.5,0.9674349652443959,-0.0005835992925171674
27.5,0.9603911337378859,-0.0003076809889407395
40.0,0.9517510989414504,-2.7264770097956692e-05
60.0,0.9382765588430966,0.0002919601738781141
90.0,0.9187804881423836,0.0005260402583004975
137.5,0.8893921670206124,0.0005301381642426328
212.5,0.8459260791752093,7.350991756271963e-05
330.0,0.783313497618481,-0.0006643410286529816
510.0,0.6972789064885685,-0.0008273049281380951
787.5,0.5832783208668668,0.0013254268653545287
1220.0,0.44175874217962174,-0.0004444719807983333
