t2_ms,amplitude,normalized_amplitude
0.01,1.0621958726233739e-09,9.824835393924635e-09
0.010843659686896103,3.0616129932524436e-09,2.831854695906134e-08
0.01175849554052157,5.873276789679827e-09,5.4325175957469286e-08
0.012750512407130129,9.372212675902744e-09,8.668876352360639e-08
0.013826221737646556,1.3433446064785315e-08,1.242533507814499e-07
0.014992684327860457,1.7932002373590342e-08,1.6586297889566297e-07
0.01625755666443794,2.2742907018960284e-08,2.103616890251707e-07
0.01762914118095948,2.7741185418009978e-08,2.5659352233326767e-07
0.019116440753857017,3.280186298645079e-08,3.0340251997026683e-07
0.02072921779595371,3.779996513993722e-08,3.496327230859552e-07
0.02247805833548725,4.261051729485131e-08,3.9412817283684916e-07
0.024374441501222206,4.7108544866865266e-08,4.357329103728997e-07
0.026430814869741057,5.116907327136991e-08,4.732909768414548e-07
0.0286606761694825,5.466712792364734e-08,5.056464133888569e-07
0.03107866187782014,5.74777342389243e-08,5.316432611609366e-07
0.03370064329271928,5.9475917632425384e-08,5.501255613035044e-07
0.03654383070957257,6.053670352013558e-08,5.599373549694041e-07
0.03962688638701478,6.053511731743632e-08,5.599226833058972e-07
0.04297004704320839,5.934618443915094e-08,5.489255874550825e-07
0.046595256686646824,5.6844930300450826e-08,5.257901085622788e-07
0.0505263106533568,5.290638031639103e-08,4.893602877717283e-07
0.054789011795939424,4.74055599033951e-08,4.384801662403312e-07
0.05941133984965034,4.125639854763281e-08,3.8160318178939625e-07
0.0644236350872137,3.2917650273408264e-08,3.0447350044042877e-07
0.0698587974678525,0.0,0.0
0.07575250258771912,9.438813280866943e-09,8.730478924708523e-08
0.08214343584919426,1.3400745691940112e-07,1.239508869997647e-06
0.0890735463861044,1.951930942595037e-07,1.8054485717347712e-06
0.09658832241158703,1.4482888645433546e-08,1.3396022394485205e-07
0.10473708979594497,0.0,0.0
0.11357333583431052,4.617219355220102e-08,4.2707208069490387e-07
0.12315506032928256,5.8901692740058656e-08,5.448142386068123e-07
0.13354515629298988,5.575618499106883e-08,5.157197027865839e-07
