sequence_id,slice_index_0_based,slice_index_1_based,phase_png,mesh_png,pygimli_mesh_bms,mesh_quality_csv,mesh_quality_histogram_png,mesh_nodes,mesh_triangles,plc_outer_contours,plc_hole_contours,unused_pygimli_nodes_dropped,triangle_max_area_um2,triangle_quality_target_deg,solid_liquid_boundary_length_um,gas_liquid_boundary_length_um,mesh_bulk_size_um,mesh_boundary_size_um,pygimli_bms_written,mesh_vertices,boundary_edges,min_element_quality,mean_element_quality,median_element_quality,p05_element_quality,p95_element_quality,min_element_area_um2,mean_element_area_um2,max_element_area_um2,element_area_ratio_min_over_max,mesh_area_um2,max_aspect_edge_ratio,mean_aspect_edge_ratio,triangular_factorization_jitter
1,526,527,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\bhg1_bentheimer_porosity_grouped_nmr_mesh96\group_runs\group_030_slice_0526\phase_png\BHG1_bentheimer_group030_slice_0526.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\bhg1_bentheimer_porosity_grouped_nmr_mesh96\group_runs\group_030_slice_0526\BHG1_bentheimer_group030_slice_0526_triangular_mesh.png,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\bhg1_bentheimer_porosity_grouped_nmr_mesh96\group_runs\group_030_slice_0526\BHG1_bentheimer_group030_slice_0526_triangular_mesh.bms,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\bhg1_bentheimer_porosity_grouped_nmr_mesh96\group_runs\group_030_slice_0526\BHG1_bentheimer_group030_slice_0526_mesh_quality.csv,C:\Users\imgw\Documents\Codex\NMR模拟\simulation_outputs\bhg1_bentheimer_porosity_grouped_nmr_mesh96\group_runs\group_030_slice_0526\BHG1_bentheimer_group030_slice_0526_mesh_quality_histogram.png,6479,8017,164,2,1957,110.85125168440814,0,47026.474774380105,144.00000000000023,16.0,8.0,True,6479,4617,0.09469708001464093,0.9062620337568668,0.9465827021513031,0.6835217272665522,0.996965566919279,1.8632838771704883,66.50647686419185,187.6763760237236,0.009928174854223294,533182.425020226,12.87038360429666,1.4103218018083934,0.0
